01	5.92	35.36	2.368	0.508	157.984	17	13	20	79606	64744
010	5.92	36.236	2.472	0.556	35.98	9	7	20	79575	64649
0100	5.884	35.828	2.584	0.504	70.156	11	6	20	79576	64579
01000	5.916	36.64	2.452	0.404	88.044	15	10	20	79585	64734
0101	5.904	35.164	2.588	0.32	98.912	11	7	20	79603	64750
0102	5.908	35.716	2.584	0.316	146.2	15	11	20	79598	64692
0103	5.9	35.488	2.568	0.796	57.576	11	7	20	79589	64652
0104	5.904	35.436	2.552	0.42	89.132	16	12	20	79582	64732
0105	4.44	39.952	2.12	0.356	103.28	15	12	20	79586	64727
0106	4.184	39.752	1.884	0.316	174.88400000000001	16	12	20	79624	64690
0107	3.948	39.808	1.948	0.288	62.364	16	14	20	79585	64727
0108	4.028	39.1	2.148	0.356	116.584	17	15	20	79607	64699
0109	3.832	37.7	2.148	0.372	70.564	15	13	20	79577	64678
011	3.6	40.952	2.284	0.316	105.24000000000001	16	12	20	79616	64742
0110	4.304	41.392	1.848	0.572	122.912	16	14	20	79606	64685
0111	4.124	40.34	2.056	0.312	94.668	12	9	20	79640	64754
0112	3.896	39.524	2.072	0.336	112.332	19	14	20	79591	64691
0113	3.78	40.728	2.168	0.364	50.776	7	3	20	79621	64747
0114	3.964	41.4	2.152	0.364	154.54399999999998	13	11	20	79628	64801
0115	4.364	40.2	1.896	0.66	114.70400000000001	18	14	20	79581	64700
0116	4.392	41.116	1.852	0.312	117.968	19	14	20	79622	64756
0117	4.004	39.984	1.996	0.332	64.664	15	10	20	79592	64698
0118	3.532	39.628	2.048	0.304	71.248	15	14	20	79596	64649
0119	3.516	38.772	2.104	0.304	93.62	15	11	20	79578	64658
012	3.748	39.16	2.008	0.348	96.97999999999999	15	11	20	79603	64699
0120	3.904	41.164	2.296	0.82	180.208	19	15	20	79624	64779
0121	4.364	38.712	1.836	0.344	99.32	10	5	20	79638	64772
0122	3.988	38.384	2.04	0.468	105.144	14	9	20	79614	64692
0123	4.116	37.108	1.892	0.636	108.636	12	8	20	79611	64746
0124	3.508	36.788	2.056	0.936	64.456	15	10	20	79612	64703
0125	3.608	38.48	1.94	0.472	94.52799999999999	13	10	20	79601	64717
0126	3.312	39.972	2.18	0.6	158.984	19	15	20	79635	64751
0127	3.96	41.844	2.272	0.572	182.92	18	13	20	79640	64748
0128	4.392	39.688	1.78	0.248	144.472	17	14	20	79626	64656
0129	4.152	39.24	1.852	0.264	287.892	18	14	20	79629	64786
013	3.94	37.872	2.1	0.5	78.636	13	8	20	79595	64690
0130	3.856	37.292	2.084	0.452	60.444	12	8	20	79617	64692
0131	3.564	38.624	2.156	0.312	269.616	17	14	20	79639	64770
0132	3.432	39.48	2.26	0.276	168.368	20	19	20	79637	64836
0133	4.412	42.364	2.072	0.364	62.36	10	8	20	79640	64761
0134	4.116	41.388	2.172	0.436	137.324	14	10	20	79607	64704
0135	3.976	39.164	1.988	0.32	231.36	19	14	20	79631	64786
0136	3.796	39.764	2.16	0.312	90.02	17	14	20	79602	64690
0137	3.772	42.192	2.172	0.356	167.55599999999998	19	17	20	79582	64709
0138	4.172	42.368	2.148	0.484	134.708	18	14	20	79593	64665
0139	4.184	42.2	2.044	0.8	149.452	17	12	20	79623	64689
014	4.044	41.216	2.016	0.976	110.28399999999999	16	12	20	79641	64740
0140	4.204	39.608	1.96	0.308	124.86	20	17	20	79589	64677
0141	3.72	39.552	2.18	0.324	131.8	14	11	20	79610	64689
0142	3.78	40.78	2.292	0.888	92.536	13	11	20	79614	64795
0143	4.444	39.968	1.984	0.308	187.688	20	16	20	79629	64782
0144	4.104	40.812	2.036	0.324	131.716	10	6	20	79609	64709
0145	3.804	39.756	2.104	0.532	86.748	17	13	20	79598	64708
0146	3.904	39.404	1.88	0.452	57.916	10	6	20	79611	64741
0147	3.68	40.02	2.1	0.36	135.216	11	6	20	79625	64680
0148	3.892	40.34	2.056	0.364	56.972	14	12	20	79582	64715
0149	3.828	39.56	2.124	0.348	158.736	12	7	20	79651	64760
015	3.712	41.272	2.208	0.42	96.44800000000001	11	7	20	79633	64692
0150	4.144	41.704	2.004	0.404	36.572	11	6	20	79608	64720
0151	4.12	40.112	2.08	0.364	116.576	18	15	20	79610	64662
0152	3.944	39.736	2.104	0.496	206.7	17	12	20	79642	64775
0153	3.652	40.644	2.184	0.252	226.016	18	16	20	79636	64817
