01	5.704	33.22	2.252	1.328	63.876	6	2	20	78440	62823
010	5.824	33.68	2.424	0.552	19.184	6	4	20	78422	62692
0100	5.744	34.032	2.492	1.248	57.28	9	4	20	78422	62765
01000	5.776	34.22	2.6	1.392	50.324	9	4	20	78430	62732
0101	5.7	34.092	2.536	1.052	80.388	6	2	20	78443	62773
0102	5.78	33.856	2.512	0.52	104.436	9	5	20	78435	62692
0103	5.72	33.792	2.508	0.896	45.76	8	4	20	78432	62613
0104	5.768	34.916	2.272	1.332	46.408	7	3	20	78427	62702
0105	4.344	39.276	1.792	0.556	43.38	7	4	20	78430	62832
0106	4.132	36.988	1.796	0.48	138.128	8	4	20	78459	62738
0107	4.072	36.304	1.732	1.396	28.724	8	6	20	78426	62828
0108	3.76	35.472	1.828	0.664	35.54	7	5	20	78443	62819
0109	3.396	35.788	2.036	1.328	32.38	6	4	20	78425	62632
011	3.38	37.488	2.008	0.596	54.98	7	3	20	78449	62746
0110	3.384	38.28	1.812	0.476	43.5	6	4	20	78446	62819
0111	3.756	37.736	1.776	0.592	68.424	7	4	20	78470	62806
0112	3.808	37.996	1.948	0.68	92.4	9	4	20	78434	62693
0113	3.492	36.464	2.028	0.444	67.148	9	5	20	78453	62776
0114	3.66	36.548	1.924	0.944	64.508	7	5	20	78459	62794
0115	3.312	36.608	2.032	1.096	46.88	6	2	20	78427	62652
0116	3.788	38.684	2.08	1.656	57.936	10	5	20	78456	62866
0117	3.616	39.808	2.316	1.068	35.64	9	4	20	78436	62725
0118	4.356	37.0	1.66	0.604	27.38	6	5	20	78439	62743
0119	4.264	35.756	1.776	0.272	57.444	8	4	20	78422	62724
012	4.196	36.832	1.684	0.272	75.36	8	4	20	78444	62762
0120	3.58	36.148	1.828	1.58	97.184	7	3	20	78460	62918
0121	3.276	35.328	1.9	0.332	123.448	11	6	20	78468	62843
0122	3.308	35.72	2.056	0.776	95.932	9	4	20	78450	62719
0123	3.004	35.688	1.972	0.384	88.908	9	5	20	78453	62816
0124	3.224	39.088	2.076	1.24	39.864	9	4	20	78447	62780
0125	3.916	40.02	2.136	0.576	75.788	9	6	20	78441	62725
0126	4.092	40.424	2.036	0.356	110.652	8	4	20	78466	62830
0127	4.116	39.124	1.864	0.312	126.744	8	3	20	78467	62834
0128	3.848	37.284	1.832	0.56	89.504	8	5	20	78457	62801
0129	3.696	38.34	1.892	1.392	274.744	8	4	20	78463	62785
013	3.584	36.888	1.852	0.644	67.276	10	5	20	78434	62760
0130	3.424	36.436	2.008	0.692	57.076	7	3	20	78455	62815
0131	3.64	39.688	2.092	0.912	156.016	9	6	20	78472	62914
0132	3.504	40.252	2.228	0.556	32.796	7	6	20	78466	62874
0133	4.328	37.096	1.848	0.632	74.844	7	5	20	78467	62812
