01	5.784	34.712	2.604	0.324	132.108	18	14	20	78180	63453
010	5.752	34.472	2.552	0.748	77.208	18	16	20	78149	63329
0100	5.764	34.716	2.66	0.732	59.944	9	4	20	78151	63387
01000	5.728	34.196	2.444	0.424	106.176	20	15	20	78161	63112
0101	5.808	34.668	2.676	0.284	137.752	18	14	20	78178	63369
0102	5.804	34.696	2.656	0.272	145.192	18	14	20	78171	63388
0103	5.82	34.692	2.624	1.164	113.50399999999999	19	15	20	78164	63345
0104	5.8	34.816	2.532	0.392	98.072	19	15	20	78158	63276
0105	4.344	40.172	1.84	0.992	95.77199999999999	16	13	20	78160	63406
0106	3.956	39.436	1.948	0.244	129.64	14	10	20	78199	63293
0107	3.852	38.108	1.776	0.256	41.8	13	11	20	78158	63387
0108	3.744	38.596	1.808	0.308	153.0	18	16	20	78181	63334
0109	3.72	37.88	1.852	0.464	106.132	20	18	20	78152	63344
011	3.616	38.192	2.064	0.552	125.748	16	12	20	78190	63305
0110	3.3	38.136	2.116	0.476	165.98	18	16	20	78183	63364
0111	3.316	39.056	2.248	0.28	164.03199999999998	15	12	20	78215	63431
0112	4.192	40.18	2.148	0.756	94.28399999999999	16	11	20	78166	63348
0113	4.096	40.184	2.252	0.448	119.852	19	15	20	78194	63458
0114	4.188	40.008	2.228	0.56	132.964	17	15	20	78203	63407
0115	4.04	39.652	2.068	1.24	124.044	20	16	20	78157	63406
0116	4.208	38.532	1.972	0.416	77.884	14	9	20	78196	63414
0117	4.152	38.692	1.9	0.352	63.592	16	11	20	78167	63372
0118	3.64	38.592	1.948	0.44	57.848	10	9	20	78171	63423
0119	3.564	40.096	2.06	0.368	78.084	15	11	20	78152	63330
012	3.82	39.824	2.128	0.288	59.136	8	4	20	78177	63319
0120	3.692	40.232	2.128	0.348	132.664	17	13	20	78199	63286
0121	4.04	39.92	1.88	0.416	121.556	15	10	20	78213	63482
0122	4.04	36.712	1.756	0.732	75.716	9	4	20	78189	63281
0123	3.98	38.172	1.992	0.3	54.268	8	4	20	78186	63456
0124	3.82	37.4	2.064	0.276	72.536	18	13	20	78186	63402
0125	3.9	37.296	1.924	0.308	96.732	17	14	20	78176	63282
0126	3.352	38.66	2.132	0.368	145.88400000000001	18	14	20	78209	63386
0127	3.476	41.172	2.224	0.924	145.228	14	9	20	78214	63431
0128	4.288	38.388	1.788	0.36	147.056	16	13	20	78199	63408
0129	4.088	38.02	1.836	0.28	292.736	19	15	20	78202	63352
013	3.828	37.664	1.968	0.352	99.44800000000001	20	15	20	78171	63371
0130	3.724	38.324	2.092	0.308	81.852	15	11	20	78193	63354
0131	3.516	39.264	2.148	0.692	109.384	9	6	20	78216	63427
0132	3.52	40.024	2.252	0.364	118.152	14	13	20	78211	63439
0133	4.324	41.056	2.016	0.308	108.68	13	11	20	78213	63417
0134	4.04	40.692	2.044	0.392	107.432	10	6	20	78183	63405
0135	3.896	39.204	2.108	0.416	212.82	17	12	20	78205	63423
0136	3.708	39.532	2.04	0.288	54.964	11	8	20	78176	63357
0137	3.756	39.264	2.076	0.328	136.98	19	17	20	78156	63388
0138	3.872	39.8	2.184	0.648	82.7	13	9	20	78167	63348
0139	3.908	39.96	2.232	0.372	132.792	16	11	20	78198	63395
014	4.284	39.912	2.036	0.408	90.0	13	9	20	78214	63467
0140	4.1	39.824	2.148	0.704	60.404	11	8	20	78162	63420
0141	3.832	39.44	2.132	0.248	159.212	18	15	20	78186	63311
0142	4.12	41.848	2.044	0.348	47.772	13	11	20	78188	63451
0143	4.092	40.568	1.996	0.376	102.25200000000001	12	8	20	78202	63351
0144	3.856	37.936	1.86	1.404	177.784	19	15	20	78184	63480
0145	3.76	37.62	2.056	0.492	49.128	11	7	20	78172	63334
0146	3.876	37.544	1.936	0.516	145.208	17	13	20	78186	63427
0147	3.58	38.484	2.168	0.436	222.96	19	14	20	78201	63494
0148	3.724	37.952	2.004	0.468	24.64	6	4	20	78156	63374
0149	3.636	39.096	2.236	0.34	257.544	19	14	20	78227	63373
015	4.276	39.3	1.972	0.292	106.72	12	8	20	78210	63423
0150	4.252	38.68	1.992	0.248	37.408	10	5	20	78182	63422
0151	3.852	36.788	2.092	0.48	137.12	19	16	20	78185	63253
0152	3.744	39.64	2.272	0.568	189.1	17	12	20	78217	63399
0153	4.332	40.86	2.032	0.524	282.224	17	15	20	78209	63409
0154	4.164	39.54	2.176	0.556	160.948	18	15	20	78218	63439
0155	3.86	39.528	2.132	0.476	35.796	9	6	20	78170	63401
0156	4.152	40.272	2.08	0.376	93.708	17	16	20	78175	63406
0157	4.088	40.48	2.088	0.376	216.436	16	12	20	78203	63369
0158	3.936	39.384	2.124	0.264	40.892	9	5	20	78187	63321
0159	3.856	40.28	2.276	0.324	83.316	18	15	20	78195	63460
016	4.316	40.476	1.856	0.364	82.78	16	14	20	78165	63348
0160	4.196	39.652	2.06	0.448	106.00800000000001	16	13	20	78167	63395
0161	3.828	39.512	1.928	0.276	106.02799999999999	17	12	20	78193	63382
0162	3.636	39.092	1.996	1.0	67.98	16	13	20	78156	63354
0163	3.76	38.648	2.136	0.5	136.028	12	8	20	78186	63388
