01	2.212	0.704	224.716	20	16
010	2.256	2.012	93.916	14	12
0100	2.264	0.552	172.664	20	15
01000	2.256	0.536	128.752	15	10
0101	2.22	2.104	173.608	10	6
0102	2.252	0.564	285.256	19	15
0103	2.244	0.572	176.996	20	16
0104	2.256	0.764	159.084	19	15
0105	1.848	0.584	238.2	20	17
0106	1.844	0.528	287.18399999999997	16	12
0107	1.852	1.076	162.888	19	17
0108	1.932	0.532	237.936	16	14
0109	1.88	0.892	69.972	10	8
011	1.848	0.572	237.076	19	15
0110	1.884	0.488	202.016	16	14
0111	1.828	0.86	261.228	16	13
0112	1.872	0.568	121.948	10	5
0113	1.892	1.492	211.948	20	16
0114	1.868	0.576	303.272	20	18
0115	1.916	0.6	274.144	20	16
0116	1.864	1.04	194.32	20	15
0117	1.864	0.536	147.156	20	15
0118	1.82	0.496	111.72	11	10
0119	1.844	0.54	205.24	19	15
012	1.84	1.584	218.256	18	14
0120	1.876	2.052	235.612	16	12
0121	1.88	0.684	298.332	20	15
0122	1.892	0.944	261.912	20	15
0123	1.872	1.184	298.704	18	14
0124	1.876	0.528	117.572	16	11
0125	1.904	0.78	228.636	15	12
0126	1.86	0.584	166.484	9	5
0127	1.896	1.032	278.76800000000003	15	10
0128	1.856	1.736	233.9	16	13
0129	1.904	0.492	627.248	19	15
013	1.928	1.052	181.836	20	15
0130	1.852	0.932	178.404	18	14
0131	1.864	0.804	395.916	16	13
0132	1.888	0.616	147.272	12	11
0133	1.856	1.052	190.66	15	13
0134	1.84	0.668	272.412	18	14
0135	1.836	0.492	358.644	17	12
0136	1.88	0.776	193.032	20	17
0137	1.852	1.268	166.504	14	12
0138	1.856	0.536	289.936	20	16
0139	1.876	0.568	260.192	17	12
014	1.868	0.72	237.156	19	15
0140	1.884	0.536	214.072	18	15
0141	1.864	0.96	230.792	15	12
0142	1.888	0.572	190.716	20	18
0143	1.84	0.508	312.744	20	16
0144	1.88	0.832	292.944	15	11
0145	1.88	1.468	84.176	10	6
0146	1.884	0.528	157.768	14	10
0147	1.876	1.388	374.796	17	12
0148	1.848	1.036	135.924	16	14
0149	1.868	0.492	470.15999999999997	20	15
015	1.836	4.492	233.416	18	14
0150	1.9	0.556	77.384	13	8
0151	1.884	0.596	228.776	18	15
0152	1.876	1.168	409.36	19	14
0153	1.888	0.456	402.23199999999997	16	14
0154	1.888	1.184	195.012	15	12
0155	1.912	0.784	184.34	17	14
0156	1.864	0.452	133.18	16	15
0157	1.888	0.88	457.636	17	13
0158	1.88	0.552	146.94	16	12
0159	1.84	0.452	183.148	20	17
016	1.86	0.452	160.56	15	13
0160	1.872	1.756	221.704	19	16
0161	1.916	0.528	157.252	16	11
0162	1.876	0.54	122.392	15	12
0163	1.86	0.48	302.808	14	10
0164	1.848	0.492	354.936	20	17
0165	1.896	2.012	156.984	14	11
0166	1.876	0.884	176.03199999999998	19	15
0167	1.876	0.62	172.804	15	11
0168	1.856	0.456	199.536	14	10
0169	1.908	0.488	361.652	19	16
017	1.856	0.96	123.004	11	8
0170	1.884	1.4	595.616	16	12
0171	1.912	0.768	157.744	13	9
0172	1.872	0.572	173.252	16	12
0173	1.852	1.244	91.856	14	10
0174	1.884	1.152	514.324	15	11
0175	1.9	0.756	256.516	20	18
0176	1.876	0.516	479.06	19	14
0177	1.88	0.52	317.776	19	14
0178	1.876	0.836	510.34	19	14
0179	1.872	0.816	266.092	20	15
018	1.884	3.044	378.304	20	16
0180	1.872	0.652	167.152	19	14
0181	1.876	2.032	129.004	14	10
0182	1.844	2.268	221.828	16	11
0183	1.868	0.74	218.02	19	17
0184	1.888	0.904	254.48	19	15
0185	1.872	0.524	120.396	18	14
0186	1.896	1.356	147.256	21	17
0187	1.872	1.092	120.988	15	13
0188	1.888	0.848	562.084	10	6
0189	1.908	1.48	290.676	20	17
019	1.852	0.552	282.34000000000003	20	16
0190	1.836	0.764	286.224	20	16
0191	1.892	1.416	211.552	20	17
0192	1.84	0.62	237.076	20	16
0193	1.864	1.192	589.436	18	13
0194	1.904	0.544	316.936	20	16
0195	1.876	0.592	230.936	17	13
0196	1.86	0.508	149.524	15	11
0197	1.872	0.632	127.532	12	10
0198	1.888	0.836	125.944	20	16
0199	1.872	0.672	177.8	16	12
02	1.86	0.636	317.488	16	11
020	1.864	1.048	171.22	17	12
0200	1.86	0.508	274.29200000000003	20	15
0201	1.888	0.984	353.18	17	14
0202	1.872	1.504	259.744	20	17
0203	1.888	1.58	123.352	14	12
0204	1.868	0.524	304.952	20	16
0205	1.884	1.244	92.96000000000001	17	13
0206	1.868	0.524	256.552	20	16
0207	1.852	0.468	94.28	15	13
0208	1.884	0.504	207.796	19	15
0209	1.88	0.5	203.024	20	15
021	1.88	0.604	232.95600000000002	18	14
0210	1.888	0.472	249.86	18	15
0211	1.876	0.5	283.592	20	16
0212	1.86	0.692	195.232	20	17
0213	1.844	0.52	73.268	10	7
0214	1.848	0.672	328.172	15	13
0215	1.888	0.576	525.764	19	15
0216	1.868	0.86	246.576	18	14
0217	1.856	0.528	127.032	16	12
0218	1.924	0.592	396.344	19	14
0219	1.868	0.696	355.784	20	17
022	1.896	0.5	136.04	17	14
0220	1.884	0.592	251.088	19	17
0221	1.876	0.736	182.124	16	13
0222	1.928	0.944	325.46	17	12
0223	1.88	0.544	194.912	19	15
0224	1.892	0.544	214.42000000000002	20	16
0225	1.86	0.784	105.396	14	13
0226	1.876	0.836	180.908	8	4
0227	1.888	0.56	129.856	13	12
0228	1.852	0.96	194.284	14	9
0229	1.844	0.48	132.148	13	9
023	1.864	0.576	136.484	9	4
0230	1.912	0.96	128.208	12	8
0231	1.868	0.508	232.412	20	18
0232	1.876	0.672	93.392	16	12
0233	1.928	0.54	213.788	17	15
0234	1.904	1.72	328.20799999999997	15	11
0235	1.888	0.672	228.72	15	11
0236	1.872	0.668	299.452	20	18
0237	1.9	1.94	85.212	11	8
0238	1.852	1.06	138.708	15	12
0239	1.872	0.928	139.432	12	9
024	1.864	0.984	136.564	17	13
0240	1.868	0.6	106.036	15	11
0241	1.856	0.544	259.98	19	16
0242	1.896	1.436	189.048	11	7
0243	1.848	0.504	156.36	18	14
0244	1.884	0.752	250.684	14	10
0245	1.876	0.468	211.804	17	12
0246	1.868	0.672	257.448	14	9
0247	1.86	0.8	578.432	16	13
0248	1.888	0.592	170.7	17	14
0249	1.872	0.676	170.996	11	7
025	1.868	0.888	229.88400000000001	16	13
0250	1.852	0.54	180.248	14	10
0251	1.912	0.788	248.256	16	14
0252	1.888	0.928	266.696	20	18
0253	1.896	0.536	216.78	14	11
0254	1.844	0.668	254.432	16	13
0255	1.8	0.9	184.496	20	17
0256	1.892	0.572	72.028	11	7
0257	1.824	0.532	225.584	19	15
0258	1.86	0.468	430.7	19	16
0259	1.9	1.052	152.388	12	10
026	1.868	0.904	71.08	8	5
0260	1.9	0.852	244.632	16	12
0261	1.908	0.608	291.504	18	15
0262	1.892	0.592	204.856	15	13
0263	1.868	0.512	201.464	18	16
0264	1.884	0.612	98.744	10	7
0265	1.908	0.7	194.732	19	15
0266	1.88	0.74	423.12	19	17
0267	1.852	0.592	407.412	16	12
0268	1.88	0.92	203.544	19	15
0269	1.804	1.468	364.828	18	15
027	1.844	1.224	257.464	18	15
0270	1.844	0.728	384.56	18	14
0271	1.884	0.908	239.96800000000002	13	9
0272	1.852	0.664	452.712	16	13
0273	1.812	1.352	272.79200000000003	19	16
0274	1.876	0.544	185.308	14	11
0275	1.82	0.492	92.92	12	7
0276	1.808	0.584	232.708	20	17
0277	1.92	0.592	160.656	16	15
