workdir/satlib/uf50-218/uf50-01000,	44,	0m14.688s,	0m14.587s,	0m0.063s,	210,	44,	0m8.440s,	0m8.340s,	0m0.037s,	203,	44,	0m8.355s,	0m8.267s,	0m0.050s,	203,	44,	0m8.308s,	0m8.243s,	0m0.037s,	203,	44,	0m8.457s,	0m8.380s,	0m0.037s,	203,	44,	0m8.691s,	0m8.603s,	0m0.043s,	203,	44,	0m8.882s,	0m8.830s,	0m0.047s,	203,	44,	0m8.361s,	0m8.297s,	0m0.037s,	203,	44,	0m8.295s,	0m8.217s,	0m0.053s,	203,	44,	0m8.375s,	0m8.310s,	0m0.047s,	203,	44,	0m8.432s,	0m8.357s,	0m0.057s
workdir/satlib/uf50-218/uf50-0100,	1,	0m6.286s,	0m6.200s,	0m0.047s,	211,	1,	0m9.277s,	0m9.227s,	0m0.047s,	213,	1,	0m9.448s,	0m9.407s,	0m0.040s,	213,	1,	0m9.211s,	0m9.140s,	0m0.053s,	213,	1,	0m9.260s,	0m9.160s,	0m0.050s,	213,	1,	0m9.256s,	0m9.213s,	0m0.040s,	213,	1,	0m9.399s,	0m9.340s,	0m0.047s,	213,	1,	0m9.203s,	0m9.147s,	0m0.050s,	213,	1,	0m9.241s,	0m9.177s,	0m0.030s,	213,	1,	0m9.234s,	0m9.190s,	0m0.040s,	213,	1,	0m9.295s,	0m9.200s,	0m0.057s
workdir/satlib/uf50-218/uf50-0101,	20,	0m11.675s,	0m11.620s,	0m0.030s,	211,	20,	0m13.761s,	0m13.647s,	0m0.083s,	215,	20,	0m13.609s,	0m13.547s,	0m0.060s,	215,	20,	0m13.713s,	0m13.637s,	0m0.073s,	215,	20,	0m13.781s,	0m13.713s,	0m0.060s,	215,	20,	0m13.664s,	0m13.570s,	0m0.063s,	215,	20,	0m13.763s,	0m13.663s,	0m0.067s,	215,	20,	0m13.700s,	0m13.627s,	0m0.070s,	215,	20,	0m13.787s,	0m13.713s,	0m0.067s,	215,	20,	0m13.739s,	0m13.677s,	0m0.060s,	215,	20,	0m13.624s,	0m13.470s,	0m0.060s
workdir/satlib/uf50-218/uf50-0102,	51,	0m23.958s,	0m23.793s,	0m0.130s,	207,	51,	0m10.127s,	0m10.037s,	0m0.053s,	207,	51,	0m10.018s,	0m9.943s,	0m0.050s,	207,	51,	0m10.079s,	0m10.017s,	0m0.057s,	207,	51,	0m9.935s,	0m9.910s,	0m0.020s,	207,	51,	0m9.963s,	0m9.920s,	0m0.040s,	207,	51,	0m10.113s,	0m10.047s,	0m0.037s,	207,	51,	0m10.040s,	0m9.977s,	0m0.060s,	207,	51,	0m10.059s,	0m9.987s,	0m0.043s,	207,	51,	0m10.073s,	0m10.010s,	0m0.060s,	207,	51,	0m10.108s,	0m10.013s,	0m0.057s
workdir/satlib/uf50-218/uf50-0103,	1280,	0m9.900s,	0m9.797s,	0m0.067s,	211,	1280,	0m23.984s,	0m23.850s,	0m0.097s,	204,	1280,	0m24.296s,	0m24.030s,	0m0.140s,	204,	1280,	0m24.296s,	0m24.200s,	0m0.093s,	204,	1280,	0m24.282s,	0m24.190s,	0m0.090s,	204,	1280,	0m24.507s,	0m24.373s,	0m0.130s,	204,	1280,	0m24.346s,	0m24.250s,	0m0.080s,	204,	1280,	0m24.437s,	0m24.300s,	0m0.110s,	204,	1280,	0m24.314s,	0m24.157s,	0m0.100s,	204,	1280,	0m24.447s,	0m24.347s,	0m0.097s,	204,	1280,	0m24.463s,	0m24.357s,	0m0.103s
workdir/satlib/uf50-218/uf50-0104,	40,	0m14.092s,	0m13.940s,	0m0.100s,	209,	40,	0m17.600s,	0m17.503s,	0m0.093s,	213,	40,	0m17.672s,	0m17.523s,	0m0.080s,	213,	40,	0m17.756s,	0m17.650s,	0m0.083s,	213,	40,	0m17.538s,	0m17.377s,	0m0.083s,	213,	40,	0m17.699s,	0m17.573s,	0m0.090s,	213,	40,	0m17.561s,	0m17.487s,	0m0.073s,	213,	40,	0m17.525s,	0m17.277s,	0m0.103s,	213,	40,	0m17.539s,	0m17.413s,	0m0.060s,	213,	40,	0m17.492s,	0m17.253s,	0m0.100s,	213,	40,	0m17.612s,	0m17.547s,	0m0.063s
workdir/satlib/uf50-218/uf50-0105,	179,	0m10.941s,	0m10.877s,	0m0.037s,	210,	179,	0m17.198s,	0m17.127s,	0m0.070s,	202,	179,	0m16.905s,	0m16.777s,	0m0.100s,	202,	179,	0m17.081s,	0m16.990s,	0m0.090s,	202,	179,	0m17.122s,	0m16.940s,	0m0.090s,	202,	179,	0m17.315s,	0m17.200s,	0m0.067s,	202,	179,	0m17.110s,	0m16.857s,	0m0.113s,	202,	179,	0m17.081s,	0m17.017s,	0m0.057s,	202,	179,	0m17.080s,	0m17.013s,	0m0.063s,	202,	179,	0m17.306s,	0m17.233s,	0m0.067s,	202,	179,	0m17.132s,	0m17.053s,	0m0.073s
workdir/satlib/uf50-218/uf50-0106,	6,	0m9.505s,	0m9.367s,	0m0.067s,	211,	6,	0m6.665s,	0m6.623s,	0m0.040s,	205,	6,	0m6.675s,	0m6.650s,	0m0.023s,	205,	6,	0m6.657s,	0m6.627s,	0m0.030s,	205,	6,	0m6.687s,	0m6.653s,	0m0.030s,	205,	6,	0m6.697s,	0m6.653s,	0m0.040s,	205,	6,	0m6.647s,	0m6.613s,	0m0.033s,	205,	6,	0m6.668s,	0m6.647s,	0m0.020s,	205,	6,	0m6.660s,	0m6.627s,	0m0.030s,	205,	6,	0m6.647s,	0m6.603s,	0m0.040s,	205,	6,	0m6.771s,	0m6.707s,	0m0.033s
workdir/satlib/uf50-218/uf50-0107,	16,	0m5.782s,	0m5.750s,	0m0.030s,	210,	16,	0m6.071s,	0m6.037s,	0m0.033s,	212,	16,	0m6.112s,	0m6.027s,	0m0.037s,	212,	16,	0m6.144s,	0m6.113s,	0m0.027s,	212,	16,	0m6.072s,	0m6.007s,	0m0.030s,	212,	16,	0m6.095s,	0m6.047s,	0m0.037s,	212,	16,	0m6.203s,	0m6.127s,	0m0.037s,	212,	16,	0m6.177s,	0m6.117s,	0m0.030s,	212,	16,	0m6.172s,	0m6.133s,	0m0.027s,	212,	16,	0m6.126s,	0m6.093s,	0m0.027s,	212,	16,	0m6.154s,	0m6.043s,	0m0.030s
workdir/satlib/uf50-218/uf50-0108,	269,	0m5.500s,	0m5.453s,	0m0.043s,	208,	269,	0m15.850s,	0m15.810s,	0m0.037s,	209,	269,	0m15.892s,	0m15.793s,	0m0.097s,	209,	269,	0m15.876s,	0m15.800s,	0m0.073s,	209,	269,	0m15.792s,	0m15.657s,	0m0.077s,	209,	269,	0m15.886s,	0m15.743s,	0m0.097s,	209,	269,	0m15.662s,	0m15.543s,	0m0.097s,	209,	269,	0m15.747s,	0m15.687s,	0m0.057s,	209,	269,	0m16.002s,	0m15.880s,	0m0.070s,	209,	269,	0m15.821s,	0m15.767s,	0m0.053s,	209,	269,	0m15.707s,	0m15.607s,	0m0.097s
workdir/satlib/uf50-218/uf50-0109,	594,	0m7.468s,	0m7.420s,	0m0.033s,	206,	594,	0m17.575s,	0m17.440s,	0m0.103s,	202,	594,	0m17.271s,	0m17.207s,	0m0.057s,	202,	594,	0m17.230s,	0m17.153s,	0m0.070s,	202,	594,	0m17.396s,	0m17.240s,	0m0.070s,	202,	594,	0m17.261s,	0m17.180s,	0m0.080s,	202,	594,	0m17.317s,	0m17.270s,	0m0.043s,	202,	594,	0m17.316s,	0m17.080s,	0m0.117s,	202,	594,	0m16.954s,	0m16.873s,	0m0.077s,	202,	594,	0m17.224s,	0m17.130s,	0m0.090s,	202,	594,	0m17.157s,	0m17.103s,	0m0.050s
workdir/satlib/uf50-218/uf50-010,	156,	0m13.475s,	0m13.413s,	0m0.057s,	209,	156,	0m4.443s,	0m4.393s,	0m0.047s,	208,	156,	0m4.443s,	0m4.427s,	0m0.013s,	208,	156,	0m4.530s,	0m4.467s,	0m0.033s,	208,	156,	0m4.470s,	0m4.440s,	0m0.027s,	208,	156,	0m4.469s,	0m4.440s,	0m0.027s,	208,	156,	0m4.383s,	0m4.360s,	0m0.020s,	208,	156,	0m4.487s,	0m4.443s,	0m0.027s,	208,	156,	0m4.363s,	0m4.333s,	0m0.027s,	208,	156,	0m4.391s,	0m4.307s,	0m0.057s,	208,	156,	0m4.424s,	0m4.403s,	0m0.017s
workdir/satlib/uf50-218/uf50-0110,	66,	0m15.874s,	0m15.787s,	0m0.083s,	208,	66,	0m5.821s,	0m5.793s,	0m0.023s,	205,	66,	0m5.788s,	0m5.753s,	0m0.033s,	205,	66,	0m5.862s,	0m5.837s,	0m0.023s,	205,	66,	0m5.809s,	0m5.767s,	0m0.040s,	205,	66,	0m5.870s,	0m5.807s,	0m0.037s,	205,	66,	0m5.887s,	0m5.853s,	0m0.030s,	205,	66,	0m5.874s,	0m5.843s,	0m0.030s,	205,	66,	0m5.885s,	0m5.850s,	0m0.033s,	205,	66,	0m5.845s,	0m5.800s,	0m0.043s,	205,	66,	0m5.843s,	0m5.810s,	0m0.030s
workdir/satlib/uf50-218/uf50-0111,	8,	0m9.167s,	0m9.050s,	0m0.057s,	211,	8,	0m8.933s,	0m8.893s,	0m0.033s,	211,	8,	0m8.947s,	0m8.867s,	0m0.053s,	211,	8,	0m8.884s,	0m8.733s,	0m0.077s,	211,	8,	0m8.892s,	0m8.867s,	0m0.020s,	211,	8,	0m9.040s,	0m8.983s,	0m0.053s,	211,	8,	0m8.914s,	0m8.890s,	0m0.020s,	211,	8,	0m8.983s,	0m8.880s,	0m0.053s,	211,	8,	0m9.062s,	0m8.947s,	0m0.050s,	211,	8,	0m9.079s,	0m9.020s,	0m0.057s,	211,	8,	0m9.077s,	0m8.950s,	0m0.070s
workdir/satlib/uf50-218/uf50-0112,	18,	0m4.934s,	0m4.897s,	0m0.033s,	203,	18,	0m3.581s,	0m3.563s,	0m0.017s,	205,	18,	0m3.605s,	0m3.567s,	0m0.033s,	205,	18,	0m3.668s,	0m3.630s,	0m0.020s,	205,	18,	0m3.623s,	0m3.557s,	0m0.033s,	205,	18,	0m3.573s,	0m3.543s,	0m0.027s,	205,	18,	0m3.642s,	0m3.590s,	0m0.027s,	205,	18,	0m3.653s,	0m3.630s,	0m0.020s,	205,	18,	0m3.633s,	0m3.610s,	0m0.020s,	205,	18,	0m3.570s,	0m3.550s,	0m0.017s,	205,	18,	0m3.573s,	0m3.557s,	0m0.013s
workdir/satlib/uf50-218/uf50-0113,	74,	0m15.479s,	0m15.403s,	0m0.073s,	205,	74,	0m12.197s,	0m12.150s,	0m0.047s,	209,	74,	0m12.088s,	0m11.970s,	0m0.063s,	209,	74,	0m12.273s,	0m12.200s,	0m0.070s,	209,	74,	0m12.327s,	0m12.267s,	0m0.053s,	209,	74,	0m12.198s,	0m12.140s,	0m0.057s,	209,	74,	0m12.263s,	0m12.127s,	0m0.070s,	209,	74,	0m12.242s,	0m12.183s,	0m0.057s,	209,	74,	0m12.250s,	0m12.193s,	0m0.053s,	209,	74,	0m12.019s,	0m11.933s,	0m0.063s,	209,	74,	0m12.301s,	0m12.227s,	0m0.040s
