workdir/satlib/uuf50-218/uuf50-01000,	0,	0m8.945s,	0m8.910s,	0m0.020s,	208,	0,	0m8.481s,	0m8.447s,	0m0.033s,	214,	0,	0m8.483s,	0m8.423s,	0m0.030s,	214,	0,	0m8.490s,	0m8.457s,	0m0.030s,	214,	0,	0m8.425s,	0m8.367s,	0m0.027s,	214,	0,	0m8.592s,	0m8.563s,	0m0.027s,	214,	0,	0m8.533s,	0m8.473s,	0m0.030s,	214,	0,	0m8.477s,	0m8.387s,	0m0.047s,	214,	0,	0m8.656s,	0m8.623s,	0m0.030s,	214,	0,	0m8.365s,	0m8.290s,	0m0.047s,	214,	0,	0m8.552s,	0m8.480s,	0m0.023s
workdir/satlib/uuf50-218/uuf50-0100,	0,	0m8.746s,	0m8.703s,	0m0.040s,	203,	0,	0m6.961s,	0m6.937s,	0m0.023s,	206,	0,	0m6.942s,	0m6.887s,	0m0.023s,	206,	0,	0m7.110s,	0m7.047s,	0m0.017s,	206,	0,	0m7.041s,	0m6.990s,	0m0.023s,	206,	0,	0m6.894s,	0m6.867s,	0m0.027s,	206,	0,	0m6.633s,	0m6.620s,	0m0.010s,	206,	0,	0m6.942s,	0m6.863s,	0m0.037s,	206,	0,	0m7.005s,	0m6.987s,	0m0.017s,	206,	0,	0m6.972s,	0m6.913s,	0m0.043s,	206,	0,	0m6.959s,	0m6.930s,	0m0.027s
workdir/satlib/uuf50-218/uuf50-0101,	0,	0m3.406s,	0m3.360s,	0m0.023s,	208,	0,	0m2.005s,	0m1.997s,	0m0.007s,	199,	0,	0m1.927s,	0m1.903s,	0m0.010s,	199,	0,	0m1.926s,	0m1.913s,	0m0.010s,	199,	0,	0m1.933s,	0m1.917s,	0m0.013s,	199,	0,	0m2.006s,	0m1.987s,	0m0.017s,	199,	0,	0m1.918s,	0m1.900s,	0m0.007s,	199,	0,	0m1.951s,	0m1.933s,	0m0.013s,	199,	0,	0m1.941s,	0m1.927s,	0m0.010s,	199,	0,	0m1.931s,	0m1.923s,	0m0.003s,	199,	0,	0m1.953s,	0m1.933s,	0m0.017s
workdir/satlib/uuf50-218/uuf50-0102,	0,	0m6.373s,	0m6.290s,	0m0.043s,	209,	0,	0m14.634s,	0m14.547s,	0m0.067s,	213,	0,	0m14.474s,	0m14.427s,	0m0.043s,	213,	0,	0m14.526s,	0m14.497s,	0m0.027s,	213,	0,	0m14.593s,	0m14.557s,	0m0.030s,	213,	0,	0m14.491s,	0m14.440s,	0m0.037s,	213,	0,	0m14.315s,	0m14.210s,	0m0.043s,	213,	0,	0m14.418s,	0m14.370s,	0m0.047s,	213,	0,	0m14.562s,	0m14.477s,	0m0.043s,	213,	0,	0m14.491s,	0m14.457s,	0m0.033s,	213,	0,	0m14.340s,	0m14.297s,	0m0.040s
workdir/satlib/uuf50-218/uuf50-0103,	0,	0m10.494s,	0m10.450s,	0m0.043s,	204,	0,	0m7.124s,	0m7.103s,	0m0.017s,	206,	0,	0m7.108s,	0m7.100s,	0m0.003s,	206,	0,	0m7.079s,	0m7.047s,	0m0.030s,	206,	0,	0m7.182s,	0m7.103s,	0m0.047s,	206,	0,	0m7.251s,	0m7.233s,	0m0.017s,	206,	0,	0m7.071s,	0m7.000s,	0m0.027s,	206,	0,	0m7.180s,	0m7.110s,	0m0.037s,	206,	0,	0m7.239s,	0m7.193s,	0m0.030s,	206,	0,	0m7.162s,	0m7.123s,	0m0.033s,	206,	0,	0m6.993s,	0m6.970s,	0m0.013s
workdir/satlib/uuf50-218/uuf50-0104,	0,	0m7.258s,	0m7.237s,	0m0.017s,	205,	0,	0m7.164s,	0m7.133s,	0m0.030s,	209,	0,	0m7.188s,	0m7.170s,	0m0.017s,	209,	0,	0m7.246s,	0m7.210s,	0m0.033s,	209,	0,	0m7.238s,	0m7.187s,	0m0.030s,	209,	0,	0m7.193s,	0m7.177s,	0m0.013s,	209,	0,	0m7.293s,	0m7.273s,	0m0.007s,	209,	0,	0m7.153s,	0m7.090s,	0m0.043s,	209,	0,	0m7.344s,	0m7.307s,	0m0.023s,	209,	0,	0m7.217s,	0m7.190s,	0m0.023s,	209,	0,	0m7.269s,	0m7.240s,	0m0.020s
workdir/satlib/uuf50-218/uuf50-0105,	0,	0m5.855s,	0m5.823s,	0m0.030s,	201,	0,	0m9.214s,	0m9.190s,	0m0.020s,	203,	0,	0m9.031s,	0m8.997s,	0m0.033s,	203,	0,	0m8.983s,	0m8.957s,	0m0.023s,	203,	0,	0m8.937s,	0m8.917s,	0m0.017s,	203,	0,	0m9.274s,	0m9.227s,	0m0.020s,	203,	0,	0m9.007s,	0m8.947s,	0m0.040s,	203,	0,	0m8.978s,	0m8.960s,	0m0.017s,	203,	0,	0m9.098s,	0m9.027s,	0m0.033s,	203,	0,	0m9.080s,	0m9.040s,	0m0.020s,	203,	0,	0m8.766s,	0m8.743s,	0m0.020s
workdir/satlib/uuf50-218/uuf50-0106,	0,	0m10.132s,	0m10.090s,	0m0.023s,	209,	0,	0m5.226s,	0m5.213s,	0m0.010s,	206,	0,	0m5.283s,	0m5.247s,	0m0.033s,	206,	0,	0m5.226s,	0m5.197s,	0m0.027s,	206,	0,	0m5.229s,	0m5.213s,	0m0.013s,	206,	0,	0m5.229s,	0m5.143s,	0m0.057s,	206,	0,	0m5.238s,	0m5.193s,	0m0.043s,	206,	0,	0m5.179s,	0m5.147s,	0m0.010s,	206,	0,	0m5.194s,	0m5.173s,	0m0.020s,	206,	0,	0m5.160s,	0m5.143s,	0m0.013s,	206,	0,	0m5.282s,	0m5.277s,	0m0.003s
workdir/satlib/uuf50-218/uuf50-0107,	0,	0m3.549s,	0m3.533s,	0m0.013s,	206,	0,	0m8.782s,	0m8.750s,	0m0.027s,	211,	0,	0m8.680s,	0m8.640s,	0m0.037s,	211,	0,	0m8.776s,	0m8.740s,	0m0.030s,	211,	0,	0m8.650s,	0m8.627s,	0m0.020s,	211,	0,	0m8.651s,	0m8.593s,	0m0.053s,	211,	0,	0m8.810s,	0m8.763s,	0m0.007s,	211,	0,	0m8.805s,	0m8.780s,	0m0.023s,	211,	0,	0m8.702s,	0m8.637s,	0m0.040s,	211,	0,	0m8.716s,	0m8.677s,	0m0.020s,	211,	0,	0m8.705s,	0m8.680s,	0m0.020s
workdir/satlib/uuf50-218/uuf50-0108,	0,	0m8.151s,	0m8.100s,	0m0.027s,	208,	0,	0m11.167s,	0m11.113s,	0m0.050s,	213,	0,	0m11.073s,	0m11.037s,	0m0.037s,	213,	0,	0m11.282s,	0m11.237s,	0m0.020s,	213,	0,	0m11.196s,	0m11.097s,	0m0.047s,	213,	0,	0m11.174s,	0m11.140s,	0m0.033s,	213,	0,	0m11.014s,	0m10.967s,	0m0.043s,	213,	0,	0m11.224s,	0m11.180s,	0m0.037s,	213,	0,	0m11.090s,	0m11.043s,	0m0.040s,	213,	0,	0m11.109s,	0m11.067s,	0m0.040s,	213,	0,	0m11.110s,	0m11.040s,	0m0.030s
workdir/satlib/uuf50-218/uuf50-0109,	0,	0m6.501s,	0m6.443s,	0m0.030s,	211,	0,	0m6.642s,	0m6.597s,	0m0.040s,	211,	0,	0m6.704s,	0m6.670s,	0m0.033s,	211,	0,	0m6.649s,	0m6.617s,	0m0.027s,	211,	0,	0m6.718s,	0m6.667s,	0m0.023s,	211,	0,	0m6.583s,	0m6.553s,	0m0.027s,	211,	0,	0m6.714s,	0m6.677s,	0m0.037s,	211,	0,	0m6.666s,	0m6.607s,	0m0.020s,	211,	0,	0m6.584s,	0m6.557s,	0m0.023s,	211,	0,	0m6.523s,	0m6.493s,	0m0.027s,	211,	0,	0m6.781s,	0m6.753s,	0m0.023s
workdir/satlib/uuf50-218/uuf50-010,	0,	0m3.554s,	0m3.513s,	0m0.020s,	205,	0,	0m9.114s,	0m9.107s,	0m0.003s,	208,	0,	0m9.074s,	0m9.043s,	0m0.027s,	208,	0,	0m8.879s,	0m8.767s,	0m0.060s,	208,	0,	0m8.908s,	0m8.823s,	0m0.040s,	208,	0,	0m8.920s,	0m8.903s,	0m0.013s,	208,	0,	0m8.757s,	0m8.670s,	0m0.033s,	208,	0,	0m8.862s,	0m8.840s,	0m0.017s,	208,	0,	0m8.972s,	0m8.867s,	0m0.047s,	208,	0,	0m8.952s,	0m8.910s,	0m0.037s,	208,	0,	0m9.065s,	0m9.027s,	0m0.037s
workdir/satlib/uuf50-218/uuf50-0110,	0,	0m4.570s,	0m4.520s,	0m0.020s,	203,	0,	0m8.742s,	0m8.710s,	0m0.027s,	200,	0,	0m8.691s,	0m8.660s,	0m0.030s,	200,	0,	0m8.792s,	0m8.707s,	0m0.033s,	200,	0,	0m8.937s,	0m8.900s,	0m0.033s,	200,	0,	0m8.693s,	0m8.670s,	0m0.020s,	200,	0,	0m8.954s,	0m8.917s,	0m0.027s,	200,	0,	0m8.602s,	0m8.563s,	0m0.033s,	200,	0,	0m8.512s,	0m8.477s,	0m0.033s,	200,	0,	0m8.962s,	0m8.930s,	0m0.030s,	200,	0,	0m8.703s,	0m8.657s,	0m0.040s
workdir/satlib/uuf50-218/uuf50-0111,	0,	0m10.563s,	0m10.530s,	0m0.030s,	206,	0,	0m7.736s,	0m7.703s,	0m0.030s,	209,	0,	0m7.850s,	0m7.823s,	0m0.023s,	209,	0,	0m7.952s,	0m7.920s,	0m0.023s,	209,	0,	0m7.599s,	0m7.563s,	0m0.033s,	209,	0,	0m7.600s,	0m7.577s,	0m0.023s,	209,	0,	0m7.570s,	0m7.543s,	0m0.023s,	209,	0,	0m7.651s,	0m7.620s,	0m0.030s,	209,	0,	0m7.607s,	0m7.533s,	0m0.023s,	209,	0,	0m7.875s,	0m7.837s,	0m0.037s,	209,	0,	0m7.760s,	0m7.740s,	0m0.017s
workdir/satlib/uuf50-218/uuf50-0112,	0,	0m2.935s,	0m2.923s,	0m0.010s,	216,	0,	0m8.730s,	0m8.613s,	0m0.057s,	212,	0,	0m9.000s,	0m8.940s,	0m0.033s,	212,	0,	0m8.953s,	0m8.893s,	0m0.033s,	212,	0,	0m8.748s,	0m8.697s,	0m0.047s,	212,	0,	0m8.975s,	0m8.907s,	0m0.033s,	212,	0,	0m8.987s,	0m8.950s,	0m0.033s,	212,	0,	0m8.896s,	0m8.787s,	0m0.057s,	212,	0,	0m8.793s,	0m8.760s,	0m0.030s,	212,	0,	0m8.723s,	0m8.693s,	0m0.027s,	212,	0,	0m8.760s,	0m8.703s,	0m0.030s
workdir/satlib/uuf50-218/uuf50-0113,	0,	0m5.426s,	0m5.383s,	0m0.023s,	206,	0,	0m5.200s,	0m5.180s,	0m0.017s,	200,	0,	0m5.238s,	0m5.203s,	0m0.033s,	200,	0,	0m5.165s,	0m5.150s,	0m0.013s,	200,	0,	0m5.019s,	0m4.997s,	0m0.020s,	200,	0,	0m5.146s,	0m5.090s,	0m0.027s,	200,	0,	0m5.228s,	0m5.187s,	0m0.017s,	200,	0,	0m5.373s,	0m5.310s,	0m0.037s,	200,	0,	0m5.344s,	0m5.317s,	0m0.023s,	200,	0,	0m5.356s,	0m5.330s,	0m0.017s,	200,	0,	0m5.186s,	0m5.153s,	0m0.027s
workdir/satlib/uuf50-218/uuf50-0114,	0,	0m29.904s,	0m29.760s,	0m0.117s,	213,	0,	0m26.183s,	0m26.123s,	0m0.057s,	211,	0,	0m25.911s,	0m25.847s,	0m0.063s,	211,	0,	0m26.315s,	0m26.207s,	0m0.073s,	211,	0,	0m25.818s,	0m25.763s,	0m0.053s,	211,	0,	0m26.042s,	0m25.990s,	0m0.050s,	211,	0,	0m25.772s,	0m25.580s,	0m0.103s,	211,	0,	0m26.063s,	0m25.893s,	0m0.070s,	211,	0,	0m25.952s,	0m25.897s,	0m0.053s,	211,	0,	0m25.828s,	0m25.653s,	0m0.073s,	211,	0,	0m25.750s,	0m25.537s,	0m0.083s
workdir/satlib/uuf50-218/uuf50-0115,	0,	0m6.206s,	0m6.150s,	0m0.017s,	204,	0,	0m5.172s,	0m5.143s,	0m0.027s,	206,	0,	0m5.318s,	0m5.297s,	0m0.020s,	206,	0,	0m5.557s,	0m5.523s,	0m0.030s,	206,	0,	0m5.242s,	0m5.213s,	0m0.027s,	206,	0,	0m5.284s,	0m5.253s,	0m0.030s,	206,	0,	0m5.208s,	0m5.183s,	0m0.017s,	206,	0,	0m5.193s,	0m5.157s,	0m0.010s,	206,	0,	0m5.235s,	0m5.217s,	0m0.013s,	206,	0,	0m5.213s,	0m5.193s,	0m0.017s,	206,	0,	0m5.295s,	0m5.273s,	0m0.020s
workdir/satlib/uuf50-218/uuf50-0116,	0,	0m3.997s,	0m3.990s,	0m0.003s,	200,	0,	0m5.429s,	0m5.377s,	0m0.033s,	207,	0,	0m5.259s,	0m5.200s,	0m0.033s,	207,	0,	0m5.315s,	0m5.293s,	0m0.017s,	207,	0,	0m5.262s,	0m5.247s,	0m0.013s,	207,	0,	0m5.250s,	0m5.223s,	0m0.023s,	207,	0,	0m5.219s,	0m5.187s,	0m0.027s,	207,	0,	0m5.219s,	0m5.213s,	0m0.003s,	207,	0,	0m5.356s,	0m5.327s,	0m0.027s,	207,	0,	0m5.244s,	0m5.217s,	0m0.027s,	207,	0,	0m5.424s,	0m5.387s,	0m0.023s
workdir/satlib/uuf50-218/uuf50-0117,	0,	0m6.992s,	0m6.970s,	0m0.020s,	205,	0,	0m21.094s,	0m20.930s,	0m0.070s,	208,	0,	0m21.089s,	0m21.017s,	0m0.063s,	208,	0,	0m21.272s,	0m21.223s,	0m0.047s,	208,	0,	0m21.563s,	0m21.443s,	0m0.063s,	208,	0,	0m21.331s,	0m21.230s,	0m0.100s,	208,	0,	0m21.306s,	0m21.170s,	0m0.053s,	208,	0,	0m21.307s,	0m21.257s,	0m0.050s,	208,	0,	0m21.317s,	0m21.270s,	0m0.047s,	208,	0,	0m21.332s,	0m21.290s,	0m0.040s,	208,	0,	0m21.020s,	0m20.833s,	0m0.083s
