45	40	50	36
21	26	21	23
66	61	58	63
22	30	21	21
79	97	82	84
17	17	17	17
66	54	60	63
36	38	35	29
19	19	19	19
20	20	20	20
24	25	22	25
28	26	28	28
37	37	36	37
28	26	28	30
65	59	63	59
34	33	37	35
48	34	50	48
91	61	58	41
90	75	90	81
40	36	40	43
20	20	20	20
108	121	107	89
45	40	44	42
86	86	81	75
43	43	40	43
259	267	267	257
69	53	67	70
34	33	34	27
19	19	19	19
24	24	24	24
21	27	21	21
53	53	54	53
84	83	84	82
19	19	19	19
82	85	79	92
40	44	40	40
30	35	35	34
19	19	19	19
19	19	19	19
28	28	34	30
29	31	28	27
20	20	20	20
20	20	20	20
49	35	47	41
35	40	35	36
53	47	53	55
18	18	18	18
19	19	19	19
74	70	79	81
33	27	31	46
33	38	31	33
40	40	42	45
20	20	20	20
62	59	75	57
31	31	28	28
20	20	20	20
45	47	43	46
21	20	21	20
33	31	31	32
42	57	40	40
33	28	28	31
58	61	64	66
28	27	27	25
139	124	134	121
20	20	20	20
22	23	21	21
62	67	63	63
20	20	20	20
37	37	35	32
61	59	59	57
28	26	24	26
32	31	30	30
35	35	35	35
44	45	48	54
57	56	56	56
20	20	20	20
25	27	23	23
31	32	39	28
20	20	20	20
54	44	49	51
35	37	34	34
54	46	55	46
41	40	40	33
82	65	72	48
20	20	20	20
24	23	22	22
23	30	23	28
19	19	19	19
36	21	34	33
22	30	31	34
20	20	20	20
30	29	30	40
55	46	55	47
20	20	20	20
29	19	29	30
38	37	36	36
51	47	56	66
82	78	84	69
52	55	51	49
143	121	143	148
18	18	18	18
19	19	19	19
31	23	29	30
37	38	36	36
49	33	46	36
31	28	31	25
19	19	19	19
52	51	40	45
35	36	35	34
34	21	34	32
20	20	19	19
36	35	33	36
47	52	45	47
32	24	31	31
26	28	26	25
27	29	25	28
19	19	19	19
64	55	59	66
92	77	97	82
44	42	44	45
146	106	132	109
31	20	31	41
49	39	49	46
49	43	45	42
18	18	18	18
62	74	74	71
19	28	19	19
18	18	18	18
36	34	32	31
22	30	22	22
20	20	20	20
27	26	26	24
31	33	31	31
65	50	65	65
59	63	57	58
19	19	19	19
100	73	96	94
23	23	23	25
69	59	69	75
25	25	24	24
19	19	19	19
92	98	92	96
47	62	45	45
39	43	40	38
51	62	49	54
22	21	29	29
38	41	46	47
18	18	18	18
19	19	19	19
91	84	82	91
22	27	22	22
32	32	32	31
30	29	29	28
52	44	51	44
61	68	64	50
36	40	31	31
52	56	39	41
37	42	39	36
176	147	168	192
32	32	32	32
24	22	29	28
23	23	22	21
34	34	34	36
23	24	22	22
21	26	21	22
21	29	21	22
118	78	91	88
20	20	20	20
81	79	55	69
33	33	29	33
69	81	61	64
18	18	18	18
26	21	35	34
26	26	25	27
36	32	36	36
20	20	20	20
24	23	24	24
19	19	19	19
45	46	45	50
33	31	33	35
19	19	19	19
32	35	30	30
48	47	51	39
67	66	75	74
36	36	36	36
20	20	20	20
18	18	18	18
19	19	19	19
55	57	54	46
41	37	38	31
18	18	18	18
25	22	24	20
19	19	19	19
53	48	53	49
67	58	64	82
36	31	42	39
57	54	50	49
19	19	19	19
56	54	53	51
68	72	63	65
30	29	27	23
67	61	59	47
73	73	62	65
22	22	21	21
97	60	105	97
19	19	19	19
21	25	20	20
70	59	71	76
26	34	24	21
39	37	37	38
141	140	137	171
21	20	21	21
56	50	72	68
32	20	31	30
85	87	81	109
81	110	93	103
36	35	34	35
32	23	32	33
20	20	20	20
46	50	50	48
66	72	78	87
54	61	52	55
27	30	27	31
29	28	36	37
38	37	36	33
21	22	21	23
36	36	34	36
34	36	33	34
20	20	20	20
44	35	41	41
101	103	98	89
53	53	52	52
20	20	20	20
19	19	19	19
18	18	18	18
20	20	20	20
20	20	20	20
19	19	19	19
68	61	67	63
18	18	18	18
39	32	41	35
17	17	17	17
76	84	76	76
48	56	51	61
37	37	35	35
62	71	58	51
20	22	19	19
19	19	19	19
19	19	19	19
20	20	20	20
25	34	24	26
18	18	18	18
20	20	20	20
54	53	54	57
26	25	26	28
23	34	23	25
114	112	147	140
34	30	34	36
74	73	85	96
48	37	47	47
44	48	52	49
34	35	36	35
34	30	33	34
19	19	19	19
20	20	20	20
50	45	49	42
62	64	59	55
20	20	20	20
82	70	81	92
22	21	22	22
41	42	38	42
59	56	59	63
36	36	34	34
58	59	62	65
19	19	19	19
20	20	20	20
34	33	34	34
56	44	63	51
52	40	45	35
45	38	42	41
20	20	20	20
36	30	36	35
36	27	21	23
68	64	73	72
33	37	38	39
20	20	20	20
29	25	28	27
60	57	58	46
34	36	36	35
23	37	23	24
32	37	37	39
20	20	20	20
36	52	46	42
83	72	91	108
20	20	20	20
20	20	20	20
20	20	20	20
43	44	54	41
18	18	18	18
21	20	21	22
48	54	48	45
21	20	21	21
20	20	20	20
89	75	79	80
19	19	19	19
23	24	23	24
20	20	20	20
30	32	30	28
19	19	19	19
34	40	36	33
76	70	58	61
19	19	19	19
25	25	25	25
43	51	43	41
95	82	93	87
20	20	20	20
37	38	45	44
28	32	28	25
51	50	50	50
30	30	27	27
47	49	48	47
57	56	55	56
19	19	19	19
19	19	19	19
31	38	36	39
19	19	19	19
20	18	20	21
19	19	19	19
37	36	36	37
68	73	58	53
41	44	40	41
20	20	20	20
18	18	18	18
19	19	19	19
19	19	19	19
84	67	86	74
55	54	51	45
32	22	31	31
64	65	63	74
31	42	42	39
63	48	62	63
57	57	62	76
24	24	24	24
33	30	38	32
27	23	25	28
71	59	70	61
22	21	22	20
28	31	28	33
62	51	63	62
89	80	80	91
34	33	30	27
40	37	41	41
53	56	55	55
100	85	85	93
47	42	46	47
19	19	19	19
50	46	59	53
19	19	19	19
39	38	41	48
20	20	20	20
77	77	80	75
26	26	26	26
18	18	18	18
42	37	39	38
32	33	31	33
28	32	26	26
20	20	20	20
18	18	18	18
19	19	19	19
65	62	62	62
20	20	20	20
43	46	43	35
90	77	83	74
30	33	30	37
20	20	20	20
36	39	33	33
19	19	19	19
50	51	51	37
37	35	36	35
20	20	20	20
31	31	29	29
19	19	19	19
19	19	19	19
19	19	19	19
19	19	19	19
18	18	18	18
27	26	25	25
20	20	20	20
34	28	33	33
51	48	43	55
72	65	64	48
158	125	147	160
60	56	53	52
20	20	20	20
20	20	20	20
26	27	31	29
37	37	37	37
20	20	20	20
38	40	38	36
34	37	34	38
19	19	19	19
36	33	36	34
20	20	20	20
26	19	26	26
18	18	18	18
57	69	51	49
19	19	19	19
106	79	105	118
68	70	71	64
93	110	97	95
27	20	27	28
67	65	79	66
35	35	33	32
55	52	52	52
20	20	20	20
25	25	24	23
53	51	57	58
37	43	35	34
45	45	55	60
57	54	64	54
20	20	20	20
20	20	20	20
22	22	21	21
42	46	40	37
78	72	73	75
23	23	37	36
46	47	44	45
32	34	31	32
41	38	37	33
19	20	19	22
41	49	37	34
72	66	79	94
36	34	34	35
75	60	75	69
63	59	62	61
43	48	40	48
45	41	48	48
35	37	33	34
19	19	19	19
45	40	46	44
71	71	73	76
27	28	27	27
93	99	92	99
31	29	30	30
19	19	19	19
54	47	68	68
42	33	44	48
64	65	60	61
19	19	19	19
66	70	70	58
29	28	33	35
90	94	87	97
50	34	46	43
19	19	19	19
24	25	24	27
58	49	53	52
27	21	27	27
20	20	20	20
84	78	84	87
24	21	24	20
36	36	35	35
33	32	36	35
19	19	19	19
86	81	87	91
19	19	19	19
63	60	69	52
29	20	29	27
67	74	73	81
20	20	20	20
19	19	19	19
48	44	42	45
36	31	35	35
20	20	20	20
53	55	56	56
35	35	34	35
19	19	19	19
37	33	35	28
39	40	44	45
20	20	20	20
20	20	20	20
31	29	31	29
36	25	34	36
19	19	19	19
36	36	36	36
56	52	50	45
19	19	19	19
100	96	99	89
20	20	20	20
18	18	18	18
19	19	19	19
19	19	19	19
19	19	19	19
35	35	41	29
69	76	67	77
20	20	20	20
35	33	34	30
56	68	59	57
90	97	88	100
20	20	20	20
20	20	20	20
103	97	90	98
74	56	83	92
54	51	52	45
19	19	19	19
130	111	130	118
30	34	30	30
20	20	20	20
36	35	50	43
62	66	57	55
22	22	21	24
19	26	19	26
20	20	20	20
71	57	64	74
73	60	65	69
20	20	20	20
20	20	20	20
19	19	19	19
33	25	33	21
41	43	44	39
21	24	19	20
33	31	35	36
63	44	58	49
58	51	55	59
18	18	18	18
160	165	161	163
20	20	20	20
46	47	38	41
53	56	53	56
18	18	18	18
20	20	20	20
19	19	19	19
48	34	47	37
18	18	18	18
65	50	71	57
20	20	20	20
64	74	62	64
20	20	20	20
19	19	19	19
35	35	33	34
62	65	61	66
20	20	34	33
20	20	20	20
19	19	19	19
66	65	66	66
103	96	93	80
18	18	18	18
35	32	35	37
60	46	52	43
39	27	38	27
20	27	20	22
62	58	54	67
26	24	26	25
41	38	47	48
19	19	19	19
29	34	29	29
38	33	34	27
39	35	43	36
41	38	41	44
20	20	20	20
29	29	28	40
21	34	33	34
83	78	83	72
