workdir/satlib/uf50-218/uf50-0124.2.eva.log,219,400709,1422808,423629,259,0m29.373s
workdir/satlib/uf50-218/uf50-0124.3.eva.log,206,400809,1422919,423720,259,0m30.263s
workdir/satlib/uf50-218/uf50-0125.2.eva.log,215,200208,845372,350244,72,0m16.437s
workdir/satlib/uf50-218/uf50-0125.3.eva.log,208,200285,845406,350329,72,0m16.153s
workdir/satlib/uf50-218/uf50-0126.2.eva.log,216,294947,1080154,305648,244,0m22.353s
workdir/satlib/uf50-218/uf50-0126.3.eva.log,210,295033,1080250,305745,244,0m22.533s
workdir/satlib/uf50-218/uf50-0127.2.eva.log,217,210295,779608,245346,138,0m14.737s
workdir/satlib/uf50-218/uf50-0127.3.eva.log,202,210325,779625,245399,138,0m14.930s
workdir/satlib/uf50-218/uf50-0128.2.eva.log,217,150087,513776,141349,63,0m9.673s
workdir/satlib/uf50-218/uf50-0128.3.eva.log,206,150135,513831,141394,63,0m10.190s
workdir/satlib/uf50-218/uf50-0129.2.eva.log,221,162192,592190,176173,54,0m11.873s
workdir/satlib/uf50-218/uf50-0129.3.eva.log,211,162227,592219,176206,54,0m11.907s
workdir/satlib/uf50-218/uf50-013.2.eva.log,219,215173,810139,228311,332,0m16.340s
workdir/satlib/uf50-218/uf50-013.3.eva.log,204,215222,810146,228360,332,0m16.323s
workdir/satlib/uf50-218/uf50-0130.2.eva.log,212,167516,656555,200210,46,0m13.107s
workdir/satlib/uf50-218/uf50-0130.3.eva.log,202,167552,656576,200258,46,0m13.240s
workdir/satlib/uf50-218/uf50-0131.2.eva.log,223,206608,708830,225943,713,0m14.233s
workdir/satlib/uf50-218/uf50-0131.3.eva.log,213,206683,708826,225989,713,0m14.630s
workdir/satlib/uf50-218/uf50-0132.2.eva.log,212,358775,1359439,340442,288,0m26.537s
workdir/satlib/uf50-218/uf50-0132.3.eva.log,201,358857,1359565,340608,288,0m26.913s
workdir/satlib/uf50-218/uf50-0133.2.eva.log,214,52383,236245,59461,50,0m4.280s
workdir/satlib/uf50-218/uf50-0133.3.eva.log,198,52442,236297,59494,50,0m4.353s
workdir/satlib/uf50-218/uf50-0134.2.eva.log,210,171600,544593,164841,47,0m10.040s
workdir/satlib/uf50-218/uf50-0134.3.eva.log,198,171630,544624,164899,47,0m10.270s
workdir/satlib/uf50-218/uf50-0135.2.eva.log,222,244218,807449,269465,617,0m15.263s
workdir/satlib/uf50-218/uf50-0135.3.eva.log,210,244285,807602,269609,617,0m15.407s
workdir/satlib/uf50-218/uf50-0136.2.eva.log,209,438646,1697402,508761,4356,0m35.187s
workdir/satlib/uf50-218/uf50-0136.3.eva.log,200,438703,1697434,508829,4356,0m34.983s
workdir/satlib/uf50-218/uf50-0137.2.eva.log,220,116466,400534,98162,415,0m7.397s
workdir/satlib/uf50-218/uf50-0137.3.eva.log,209,116517,400479,98168,415,0m7.287s
workdir/satlib/uf50-218/uf50-0138.2.eva.log,217,428708,1572591,451358,229,0m32.550s
workdir/satlib/uf50-218/uf50-0138.3.eva.log,207,428744,1572622,451413,229,0m32.800s
workdir/satlib/uf50-218/uf50-0139.2.eva.log,213,62894,216018,57921,114,0m3.680s
workdir/satlib/uf50-218/uf50-0139.3.eva.log,209,62941,216040,58009,114,0m3.683s
workdir/satlib/uf50-218/uf50-014.2.eva.log,218,142191,536470,148131,202,0m10.363s
workdir/satlib/uf50-218/uf50-014.3.eva.log,211,142268,536570,148163,202,0m10.830s
workdir/satlib/uf50-218/uf50-0140.2.eva.log,217,263978,756353,246214,803,0m14.890s
workdir/satlib/uf50-218/uf50-0140.3.eva.log,205,264199,756649,246437,803,0m14.977s
workdir/satlib/uf50-218/uf50-0141.2.eva.log,217,273093,1088347,373433,428,0m21.870s
workdir/satlib/uf50-218/uf50-0141.3.eva.log,205,273164,1088394,373498,428,0m21.907s
workdir/satlib/uf50-218/uf50-0142.2.eva.log,220,240296,859419,348538,60,0m16.380s
workdir/satlib/uf50-218/uf50-0142.3.eva.log,211,240345,859456,348595,60,0m16.607s
workdir/satlib/uf50-218/uf50-0143.2.eva.log,218,98733,361499,124133,189,0m6.773s
workdir/satlib/uf50-218/uf50-0143.3.eva.log,208,98793,361555,124224,189,0m6.817s
workdir/satlib/uf50-218/uf50-0144.2.eva.log,214,260207,973889,347096,76,0m18.820s
workdir/satlib/uf50-218/uf50-0144.3.eva.log,211,260272,973924,347156,76,0m18.173s
workdir/satlib/uf50-218/uf50-0145.2.eva.log,210,82603,308063,79635,140,0m5.870s
workdir/satlib/uf50-218/uf50-0145.3.eva.log,204,82566,307967,79583,140,0m5.857s
workdir/satlib/uf50-218/uf50-0146.2.eva.log,216,129413,494962,162381,48,0m9.403s
workdir/satlib/uf50-218/uf50-0146.3.eva.log,209,129485,495037,162491,48,0m8.963s
workdir/satlib/uf50-218/uf50-0147.2.eva.log,210,100885,380827,107741,53,0m7.283s
workdir/satlib/uf50-218/uf50-0147.3.eva.log,202,100950,380867,107805,53,0m7.373s
workdir/satlib/uf50-218/uf50-0148.2.eva.log,208,92614,288496,76126,48,0m5.517s
workdir/satlib/uf50-218/uf50-0148.3.eva.log,204,92659,288513,76181,48,0m5.107s
workdir/satlib/uf50-218/uf50-0149.2.eva.log,221,365131,1235932,429097,905,0m24.397s
workdir/satlib/uf50-218/uf50-0149.3.eva.log,213,365201,1235967,429213,905,0m25.120s
workdir/satlib/uf50-218/uf50-015.2.eva.log,217,372944,1262907,452187,524,0m25.303s
workdir/satlib/uf50-218/uf50-015.3.eva.log,207,373001,1262973,452289,524,0m25.497s
workdir/satlib/uf50-218/uf50-0150.2.eva.log,214,224701,843709,268456,664,0m15.343s
workdir/satlib/uf50-218/uf50-0150.3.eva.log,207,224726,843764,268551,664,0m15.610s
workdir/satlib/uf50-218/uf50-0151.2.eva.log,213,329332,1072609,420296,74,0m22.723s
workdir/satlib/uf50-218/uf50-0151.3.eva.log,202,329349,1072579,420289,74,0m22.583s
workdir/satlib/uf50-218/uf50-0152.2.eva.log,222,70312,274950,93218,319,0m5.550s
workdir/satlib/uf50-218/uf50-0152.3.eva.log,213,70367,274980,93275,319,0m5.170s
workdir/satlib/uf50-218/uf50-0153.2.eva.log,216,121979,469665,165332,91,0m8.540s
workdir/satlib/uf50-218/uf50-0153.3.eva.log,210,122055,469727,165378,91,0m8.390s
workdir/satlib/uf50-218/uf50-0154.2.eva.log,216,285980,1075298,335379,118,0m22.533s
workdir/satlib/uf50-218/uf50-0154.3.eva.log,211,286038,1075348,335468,118,0m22.870s
workdir/satlib/uf50-218/uf50-0155.2.eva.log,204,179023,683777,187343,48,0m13.243s
workdir/satlib/uf50-218/uf50-0155.3.eva.log,197,179060,683801,187417,48,0m13.270s
workdir/satlib/uf50-218/uf50-0156.2.eva.log,212,84663,302083,83021,365,0m5.863s
workdir/satlib/uf50-218/uf50-0156.3.eva.log,207,84723,302227,83119,365,0m5.580s
workdir/satlib/uf50-218/uf50-0157.2.eva.log,220,353284,1262113,429948,1324,0m25.667s
workdir/satlib/uf50-218/uf50-0157.3.eva.log,208,353382,1262182,430057,1324,0m25.793s
workdir/satlib/uf50-218/uf50-0158.2.eva.log,216,98149,384850,127277,60,0m7.107s
workdir/satlib/uf50-218/uf50-0158.3.eva.log,209,98201,384867,127351,60,0m7.223s
workdir/satlib/uf50-218/uf50-0159.2.eva.log,211,196952,708350,182427,127,0m13.663s
workdir/satlib/uf50-218/uf50-0159.3.eva.log,203,197001,708381,182474,127,0m14.063s
workdir/satlib/uf50-218/uf50-016.2.eva.log,216,94130,354032,107809,403,0m6.443s
workdir/satlib/uf50-218/uf50-016.3.eva.log,212,94108,353675,107677,403,0m6.370s
workdir/satlib/uf50-218/uf50-0160.2.eva.log,219,217939,809913,209344,315,0m16.260s
workdir/satlib/uf50-218/uf50-0160.3.eva.log,208,217977,809988,209411,315,0m16.030s
workdir/satlib/uf50-218/uf50-0161.2.eva.log,214,86528,366549,101004,139,0m6.800s
workdir/satlib/uf50-218/uf50-0161.3.eva.log,202,86568,366597,101084,139,0m6.743s
workdir/satlib/uf50-218/uf50-0162.2.eva.log,214,197411,678420,242443,84,0m13.447s
workdir/satlib/uf50-218/uf50-0162.3.eva.log,207,197458,678514,242564,84,0m13.493s
workdir/satlib/uf50-218/uf50-0163.2.eva.log,210,88538,352926,96795,46,0m6.903s
workdir/satlib/uf50-218/uf50-0163.3.eva.log,205,88584,353088,96917,46,0m6.867s
workdir/satlib/uf50-218/uf50-0164.2.eva.log,215,159816,558444,188159,46,0m10.973s
workdir/satlib/uf50-218/uf50-0164.3.eva.log,202,159872,558494,188236,46,0m11.137s
workdir/satlib/uf50-218/uf50-0165.2.eva.log,211,313645,1143692,363724,228,0m22.747s
workdir/satlib/uf50-218/uf50-0165.3.eva.log,204,313782,1143694,363823,228,0m22.520s
workdir/satlib/uf50-218/uf50-0166.2.eva.log,218,359590,1291356,400028,209,0m26.040s
workdir/satlib/uf50-218/uf50-0166.3.eva.log,208,359635,1291362,400091,209,0m26.140s
workdir/satlib/uf50-218/uf50-0167.2.eva.log,214,129311,493255,172645,143,0m9.423s
workdir/satlib/uf50-218/uf50-0167.3.eva.log,203,129364,493294,172708,143,0m8.897s
workdir/satlib/uf50-218/uf50-0168.2.eva.log,211,107207,383946,99780,124,0m7.403s
workdir/satlib/uf50-218/uf50-0168.3.eva.log,207,107337,384070,99930,124,0m6.820s
workdir/satlib/uf50-218/uf50-0169.2.eva.log,215,501513,1636862,562261,1571,0m34.207s
workdir/satlib/uf50-218/uf50-0169.3.eva.log,212,501561,1636898,562331,1571,0m33.660s
workdir/satlib/uf50-218/uf50-017.2.eva.log,213,296511,1093378,266096,103,0m22.143s
workdir/satlib/uf50-218/uf50-017.3.eva.log,203,296563,1093416,266164,103,0m22.180s
workdir/satlib/uf50-218/uf50-0170.2.eva.log,220,360267,1361358,410559,383,0m26.677s
workdir/satlib/uf50-218/uf50-0170.3.eva.log,210,360336,1361394,410658,383,0m27.143s
workdir/satlib/uf50-218/uf50-0171.2.eva.log,222,306266,945939,396816,254,0m18.060s
workdir/satlib/uf50-218/uf50-0171.3.eva.log,210,306310,945976,396890,254,0m18.327s
workdir/satlib/uf50-218/uf50-0172.2.eva.log,220,237820,719346,224011,46,0m13.500s
workdir/satlib/uf50-218/uf50-0172.3.eva.log,212,237910,719381,224030,46,0m14.017s
workdir/satlib/uf50-218/uf50-0173.2.eva.log,216,104832,333627,80607,70,0m6.390s
workdir/satlib/uf50-218/uf50-0173.3.eva.log,208,104878,333688,80689,70,0m6.450s
workdir/satlib/uf50-218/uf50-0174.2.eva.log,214,151274,587329,142848,814,0m11.563s
workdir/satlib/uf50-218/uf50-0174.3.eva.log,201,151322,587477,142941,814,0m11.923s
workdir/satlib/uf50-218/uf50-0175.2.eva.log,215,165682,576761,185716,228,0m10.727s
workdir/satlib/uf50-218/uf50-0175.3.eva.log,205,165719,576775,185751,228,0m11.560s
workdir/satlib/uf50-218/uf50-0176.2.eva.log,215,92429,339818,89384,49,0m6.413s
workdir/satlib/uf50-218/uf50-0176.3.eva.log,208,92497,339959,89492,49,0m6.553s
workdir/satlib/uf50-218/uf50-0177.2.eva.log,217,431458,1486336,499558,89,0m29.053s
workdir/satlib/uf50-218/uf50-0177.3.eva.log,207,431584,1486402,499673,89,0m29.843s
workdir/satlib/uf50-218/uf50-0178.2.eva.log,208,171606,627847,159340,3113,0m12.907s
workdir/satlib/uf50-218/uf50-0178.3.eva.log,201,171655,627845,159395,3113,0m12.603s
workdir/satlib/uf50-218/uf50-0179.2.eva.log,213,105261,337547,99823,141,0m5.750s
workdir/satlib/uf50-218/uf50-0179.3.eva.log,204,105344,337618,99944,141,0m5.800s
workdir/satlib/uf50-218/uf50-018.2.eva.log,216,241952,961454,287192,892,0m17.983s
workdir/satlib/uf50-218/uf50-018.3.eva.log,206,242006,961466,287248,892,0m17.903s
workdir/satlib/uf50-218/uf50-0180.2.eva.log,214,205402,743525,201053,101,0m15.050s
workdir/satlib/uf50-218/uf50-0180.3.eva.log,206,205480,743677,201205,101,0m15.343s
workdir/satlib/uf50-218/uf50-0181.2.eva.log,219,145722,469472,116696,49,0m8.750s
workdir/satlib/uf50-218/uf50-0181.3.eva.log,207,145753,469520,116777,49,0m9.190s
workdir/satlib/uf50-218/uf50-0182.2.eva.log,215,137833,487518,142388,84,0m9.037s
workdir/satlib/uf50-218/uf50-0182.3.eva.log,207,137889,487595,142463,84,0m8.873s
workdir/satlib/uf50-218/uf50-0183.2.eva.log,214,68001,302593,74876,1351,0m5.650s
workdir/satlib/uf50-218/uf50-0183.3.eva.log,207,68059,302659,74950,1351,0m5.663s
workdir/satlib/uf50-218/uf50-0184.2.eva.log,212,164048,629436,210354,101,0m12.493s
workdir/satlib/uf50-218/uf50-0184.3.eva.log,203,164108,629494,210443,101,0m12.960s
workdir/satlib/uf50-218/uf50-0185.2.eva.log,214,199355,798615,249003,1556,0m15.853s
workdir/satlib/uf50-218/uf50-0185.3.eva.log,205,199092,797950,248520,1556,0m16.033s
workdir/satlib/uf50-218/uf50-0186.2.eva.log,213,149804,542418,145026,137,0m11.280s
workdir/satlib/uf50-218/uf50-0186.3.eva.log,207,149957,542494,145059,137,0m10.790s
workdir/satlib/uf50-218/uf50-0187.2.eva.log,217,326424,1217906,375000,139,0m23.453s
workdir/satlib/uf50-218/uf50-0187.3.eva.log,205,326499,1218006,375125,139,0m24.190s
workdir/satlib/uf50-218/uf50-0188.2.eva.log,211,289636,860571,314125,544,0m17.283s
workdir/satlib/uf50-218/uf50-0188.3.eva.log,202,289695,860546,314179,544,0m17.490s
workdir/satlib/uf50-218/uf50-0189.2.eva.log,213,271839,916985,248161,207,0m17.760s
workdir/satlib/uf50-218/uf50-0189.3.eva.log,204,271915,917033,248265,207,0m17.650s
workdir/satlib/uf50-218/uf50-019.2.eva.log,210,216217,677121,176833,59,0m12.773s
workdir/satlib/uf50-218/uf50-019.3.eva.log,199,216290,677186,176964,59,0m13.043s
workdir/satlib/uf50-218/uf50-0190.2.eva.log,220,76808,315981,106970,329,0m5.710s
workdir/satlib/uf50-218/uf50-0190.3.eva.log,213,76855,316025,107011,329,0m5.873s
workdir/satlib/uf50-218/uf50-0191.2.eva.log,216,121518,464339,152064,64,0m7.703s
workdir/satlib/uf50-218/uf50-0191.3.eva.log,205,121661,464034,151906,64,0m8.140s
workdir/satlib/uf50-218/uf50-0192.2.eva.log,215,166498,648161,180820,603,0m12.650s
workdir/satlib/uf50-218/uf50-0192.3.eva.log,207,166515,648148,180840,603,0m12.840s
workdir/satlib/uf50-218/uf50-0193.2.eva.log,221,232918,859527,249090,92,0m16.260s
workdir/satlib/uf50-218/uf50-0193.3.eva.log,210,232958,859573,249181,92,0m16.183s
workdir/satlib/uf50-218/uf50-0194.2.eva.log,214,274306,925184,340523,49,0m17.260s
workdir/satlib/uf50-218/uf50-0194.3.eva.log,208,274354,925265,340613,49,0m17.217s
workdir/satlib/uf50-218/uf50-0195.2.eva.log,212,208860,742965,237457,701,0m13.863s
workdir/satlib/uf50-218/uf50-0195.3.eva.log,202,208888,742883,237503,701,0m14.100s
workdir/satlib/uf50-218/uf50-0196.2.eva.log,212,441214,1554246,449241,303,0m30.680s
workdir/satlib/uf50-218/uf50-0196.3.eva.log,202,441289,1554267,449273,303,0m29.913s
workdir/satlib/uf50-218/uf50-0197.2.eva.log,211,274313,1027363,353199,48,0m18.843s
workdir/satlib/uf50-218/uf50-0197.3.eva.log,205,274345,1027355,353220,48,0m18.583s
workdir/satlib/uf50-218/uf50-0198.2.eva.log,220,348072,1189124,417761,1210,0m22.137s
workdir/satlib/uf50-218/uf50-0198.3.eva.log,209,348121,1189143,417831,1210,0m22.253s
workdir/satlib/uf50-218/uf50-0199.2.eva.log,216,355670,1454051,429205,464,0m28.667s
workdir/satlib/uf50-218/uf50-0199.3.eva.log,211,355743,1454144,429337,464,0m29.243s
workdir/satlib/uf50-218/uf50-02.2.eva.log,209,151241,497102,148470,54,0m9.330s
workdir/satlib/uf50-218/uf50-02.3.eva.log,203,151265,497053,148451,54,0m9.357s
workdir/satlib/uf50-218/uf50-020.2.eva.log,223,137171,517312,147288,596,0m9.327s
workdir/satlib/uf50-218/uf50-020.3.eva.log,207,137224,517366,147362,596,0m9.283s
workdir/satlib/uf50-218/uf50-0200.2.eva.log,218,235998,867395,336580,315,0m14.960s
workdir/satlib/uf50-218/uf50-0200.3.eva.log,206,236070,867441,336668,315,0m15.570s
workdir/satlib/uf50-218/uf50-0201.2.eva.log,216,284266,988112,369883,275,0m18.683s
workdir/satlib/uf50-218/uf50-0201.3.eva.log,208,284350,988185,369997,275,0m18.813s
workdir/satlib/uf50-218/uf50-0202.2.eva.log,216,125935,453661,125603,72,0m8.407s
workdir/satlib/uf50-218/uf50-0202.3.eva.log,205,126029,453481,125473,72,0m7.857s
workdir/satlib/uf50-218/uf50-0203.2.eva.log,215,177442,620563,202450,77,0m11.547s
workdir/satlib/uf50-218/uf50-0203.3.eva.log,208,177519,620611,202590,77,0m11.677s
workdir/satlib/uf50-218/uf50-0204.2.eva.log,211,153106,553309,154905,48,0m10.533s
workdir/satlib/uf50-218/uf50-0204.3.eva.log,202,153174,553384,155023,48,0m10.647s
workdir/satlib/uf50-218/uf50-0205.2.eva.log,213,210218,746745,228317,324,0m15.947s
workdir/satlib/uf50-218/uf50-0205.3.eva.log,203,210315,746848,228487,324,0m15.797s
workdir/satlib/uf50-218/uf50-0206.2.eva.log,220,349350,1159234,356743,3331,0m23.130s
workdir/satlib/uf50-218/uf50-0206.3.eva.log,208,349394,1159191,356736,3331,0m22.487s
workdir/satlib/uf50-218/uf50-0207.2.eva.log,223,340348,1217211,418657,459,0m23.493s
workdir/satlib/uf50-218/uf50-0207.3.eva.log,210,340412,1217262,418764,459,0m23.537s
workdir/satlib/uf50-218/uf50-0208.2.eva.log,212,77672,264578,77720,64,0m4.763s
workdir/satlib/uf50-218/uf50-0208.3.eva.log,201,77722,264641,77792,64,0m4.723s
workdir/satlib/uf50-218/uf50-0209.2.eva.log,217,416932,1454092,452082,73,0m29.063s
workdir/satlib/uf50-218/uf50-0209.3.eva.log,208,417017,1454136,452160,73,0m28.053s
workdir/satlib/uf50-218/uf50-021.2.eva.log,207,206519,650708,213610,199,0m12.613s
workdir/satlib/uf50-218/uf50-021.3.eva.log,203,206572,650758,213706,199,0m12.537s
workdir/satlib/uf50-218/uf50-0210.2.eva.log,217,246667,760293,305841,306,0m13.747s
workdir/satlib/uf50-218/uf50-0210.3.eva.log,211,246726,760390,305924,306,0m13.177s
workdir/satlib/uf50-218/uf50-0211.2.eva.log,214,512082,1481400,652037,78,0m28.453s
workdir/satlib/uf50-218/uf50-0211.3.eva.log,209,512143,1481553,652193,78,0m28.550s
workdir/satlib/uf50-218/uf50-0212.2.eva.log,215,240570,815634,255470,225,0m15.347s
workdir/satlib/uf50-218/uf50-0212.3.eva.log,207,240852,815814,255681,225,0m15.647s
workdir/satlib/uf50-218/uf50-0213.2.eva.log,214,242729,999902,294361,515,0m18.477s
workdir/satlib/uf50-218/uf50-0213.3.eva.log,204,242772,999906,294395,515,0m18.700s
workdir/satlib/uf50-218/uf50-0214.2.eva.log,220,239481,848177,283038,132,0m16.837s
workdir/satlib/uf50-218/uf50-0214.3.eva.log,211,239551,848110,283061,132,0m16.640s
workdir/satlib/uf50-218/uf50-0215.2.eva.log,214,186642,782285,275138,208,0m15.263s
workdir/satlib/uf50-218/uf50-0215.3.eva.log,201,186690,782218,275148,208,0m14.980s
workdir/satlib/uf50-218/uf50-0216.2.eva.log,222,296925,831639,316301,279,0m15.863s
workdir/satlib/uf50-218/uf50-0216.3.eva.log,211,296986,831740,316396,279,0m16.073s
workdir/satlib/uf50-218/uf50-0217.2.eva.log,214,161928,639814,186863,97,0m12.260s
workdir/satlib/uf50-218/uf50-0217.3.eva.log,200,161990,639947,186968,97,0m12.373s
workdir/satlib/uf50-218/uf50-0218.2.eva.log,224,186104,730523,263754,220,0m12.943s
workdir/satlib/uf50-218/uf50-0218.3.eva.log,213,186196,730619,263966,220,0m13.647s
workdir/satlib/uf50-218/uf50-0219.2.eva.log,219,576500,1784278,668040,260,0m35.403s
workdir/satlib/uf50-218/uf50-0219.3.eva.log,212,576135,1783327,667467,260,0m36.023s
workdir/satlib/uf50-218/uf50-022.2.eva.log,223,139844,527796,165196,112,0m10.273s
workdir/satlib/uf50-218/uf50-022.3.eva.log,209,139905,527818,165291,112,0m9.640s
workdir/satlib/uf50-218/uf50-0220.2.eva.log,213,207591,822337,264468,146,0m15.167s
workdir/satlib/uf50-218/uf50-0220.3.eva.log,204,207566,821973,264430,146,0m15.110s
workdir/satlib/uf50-218/uf50-0221.2.eva.log,215,141277,512862,160409,47,0m9.477s
workdir/satlib/uf50-218/uf50-0221.3.eva.log,211,141323,512909,160492,47,0m8.990s
workdir/satlib/uf50-218/uf50-0222.2.eva.log,221,357888,1282780,443680,565,0m24.860s
workdir/satlib/uf50-218/uf50-0222.3.eva.log,208,357916,1282796,443755,565,0m25.033s
workdir/satlib/uf50-218/uf50-0223.2.eva.log,210,424265,1508278,654171,83,0m28.420s
workdir/satlib/uf50-218/uf50-0223.3.eva.log,200,424347,1508330,654303,83,0m28.333s
workdir/satlib/uf50-218/uf50-0224.2.eva.log,216,533746,1790182,651696,483,0m35.423s
workdir/satlib/uf50-218/uf50-0224.3.eva.log,209,533812,1790203,651741,483,0m35.940s
workdir/satlib/uf50-218/uf50-0225.2.eva.log,211,444267,1469481,555640,117,0m28.717s
workdir/satlib/uf50-218/uf50-0225.3.eva.log,204,444365,1469657,555830,117,0m29.737s
workdir/satlib/uf50-218/uf50-0226.2.eva.log,215,331329,1250989,444434,108,0m24.397s
workdir/satlib/uf50-218/uf50-0226.3.eva.log,209,331411,1251055,444537,108,0m24.217s
workdir/satlib/uf50-218/uf50-0227.2.eva.log,217,179161,623628,208507,216,0m12.123s
workdir/satlib/uf50-218/uf50-0227.3.eva.log,210,179220,623709,208636,216,0m12.393s
workdir/satlib/uf50-218/uf50-0228.2.eva.log,219,268007,821571,223082,73,0m16.083s
workdir/satlib/uf50-218/uf50-0228.3.eva.log,203,268063,821590,223137,73,0m15.477s
