workdir/satlib/uuf75-325/uuf75-010,	0,	0,	6m29.536s,	6m29.350s,	0m0.183s,	7m2.119s,	7m1.826s,	0m0.283s,	293,	281
workdir/satlib/uuf75-325/uuf75-011,	0,	0,	5m13.071s,	5m12.878s,	0m0.190s,	4m43.695s,	4m43.539s,	0m0.153s,	286,	292
workdir/satlib/uuf75-325/uuf75-012,	0,	0,	5m2.064s,	5m1.912s,	0m0.150s,	10m42.839s,	10m42.371s,	0m0.460s,	277,	288
workdir/satlib/uuf75-325/uuf75-013,	0,	0,	9m25.273s,	9m24.983s,	0m0.283s,	2m0.963s,	2m0.892s,	0m0.070s,	291,	291
workdir/satlib/uuf75-325/uuf75-014,	0,	0,	10m22.811s,	10m22.370s,	0m0.437s,	12m32.566s,	12m32.117s,	0m0.430s,	291,	285
workdir/satlib/uuf75-325/uuf75-015,	0,	0,	8m10.999s,	8m10.719s,	0m0.270s,	1m9.258s,	1m9.208s,	0m0.047s,	283,	289
workdir/satlib/uuf75-325/uuf75-017,	0,	0,	3m45.459s,	3m45.336s,	0m0.120s,	9m19.533s,	9m19.261s,	0m0.253s,	276,	285
workdir/satlib/uuf75-325/uuf75-018,	0,	0,	6m40.981s,	6m40.738s,	0m0.240s,	3m23.926s,	3m23.768s,	0m0.157s,	285,	293
workdir/satlib/uuf75-325/uuf75-019,	0,	0,	6m37.684s,	6m37.441s,	0m0.237s,	1m25.843s,	1m25.789s,	0m0.053s,	285,	275
workdir/satlib/uuf75-325/uuf75-01,	0,	0,	5m12.118s,	5m11.960s,	0m0.150s,	16m27.583s,	16m27.063s,	0m0.507s,	289,	281
workdir/satlib/uuf75-325/uuf75-021,	0,	0,	10m59.054s,	10m58.675s,	0m0.363s,	3m35.054s,	3m34.945s,	0m0.107s,	287,	285
workdir/satlib/uuf75-325/uuf75-022,	0,	0,	3m24.305s,	3m24.184s,	0m0.117s,	2m32.335s,	2m32.234s,	0m0.100s,	285,	289
workdir/satlib/uuf75-325/uuf75-024,	0,	0,	4m2.035s,	4m1.894s,	0m0.140s,	10m7.824s,	10m7.450s,	0m0.360s,	281,	295
workdir/satlib/uuf75-325/uuf75-026,	0,	0,	2m4.862s,	2m4.746s,	0m0.113s,	7m56.001s,	7m55.716s,	0m0.280s,	276,	290
workdir/satlib/uuf75-325/uuf75-029,	0,	0,	10m20.319s,	9m40.927s,	0m0.467s,	9m2.989s,	8m23.676s,	0m0.387s,	286,	292
workdir/satlib/uuf75-325/uuf75-02,	0,	0,	21m45.113s,	20m36.718s,	0m0.937s,	8m9.531s,	7m1.990s,	0m0.485s,	283,	291
workdir/satlib/uuf75-325/uuf75-030,	0,	0,	8m59.870s,	8m59.572s,	0m0.283s,	5m2.818s,	5m2.657s,	0m0.157s,	292,	283
workdir/satlib/uuf75-325/uuf75-031,	0,	0,	2m59.632s,	2m59.496s,	0m0.130s,	7m44.882s,	7m44.614s,	0m0.260s,	291,	291
workdir/satlib/uuf75-325/uuf75-034,	0,	0,	3m41.218s,	3m41.074s,	0m0.140s,	4m37.924s,	4m37.712s,	0m0.210s,	289,	283
workdir/satlib/uuf75-325/uuf75-035,	0,	0,	1m35.798s,	1m35.728s,	0m0.070s,	8m27.798s,	8m27.445s,	0m0.340s,	283,	279
workdir/satlib/uuf75-325/uuf75-036,	0,	0,	6m43.165s,	6m42.981s,	0m0.180s,	3m32.088s,	3m31.983s,	0m0.104s,	305,	287
workdir/satlib/uuf75-325/uuf75-037,	0,	0,	7m19.329s,	7m19.053s,	0m0.270s,	9m20.591s,	9m20.251s,	0m0.337s,	286,	288
workdir/satlib/uuf75-325/uuf75-041,	0,	0,	5m12.433s,	5m12.182s,	0m0.240s,	4m43.438s,	4m43.190s,	0m0.243s,	299,	283
workdir/satlib/uuf75-325/uuf75-043,	0,	0,	6m58.594s,	6m58.351s,	0m0.240s,	6m41.292s,	6m41.018s,	0m0.263s,	296,	285
workdir/satlib/uuf75-325/uuf75-045,	0,	0,	3m18.139s,	3m18.017s,	0m0.120s,	7m42.105s,	7m41.865s,	0m0.237s,	276,	283
workdir/satlib/uuf75-325/uuf75-046,	0,	0,	3m34.231s,	2m20.543s,	0m0.327s,	4m36.793s,	3m23.431s,	0m0.253s,	289,	287
workdir/satlib/uuf75-325/uuf75-047,	0,	0,	17m40.200s,	17m39.439s,	0m0.737s,	4m55.506s,	4m55.257s,	0m0.243s,	297,	282
workdir/satlib/uuf75-325/uuf75-048,	0,	0,	4m47.221s,	4m46.979s,	0m0.240s,	5m7.276s,	5m7.088s,	0m0.183s,	284,	294
workdir/satlib/uuf75-325/uuf75-049,	0,	0,	7m37.337s,	7m36.976s,	0m0.357s,	10m7.811s,	10m7.342s,	0m0.453s,	284,	279
workdir/satlib/uuf75-325/uuf75-04,	0,	0,	7m14.755s,	7m14.502s,	0m0.247s,	7m30.547s,	7m30.258s,	0m0.283s,	296,	287
workdir/satlib/uuf75-325/uuf75-050,	0,	0,	3m49.165s,	3m49.030s,	0m0.120s,	12m25.901s,	12m25.456s,	0m0.427s,	282,	289
workdir/satlib/uuf75-325/uuf75-051,	0,	0,	4m6.448s,	4m6.285s,	0m0.157s,	7m39.673s,	7m39.438s,	0m0.230s,	294,	286
workdir/satlib/uuf75-325/uuf75-052,	0,	0,	10m29.470s,	10m29.041s,	0m0.423s,	4m12.058s,	4m11.883s,	0m0.173s,	296,	297
workdir/satlib/uuf75-325/uuf75-053,	0,	0,	6m30.543s,	5m28.408s,	0m0.373s,	11m21.549s,	10m18.923s,	0m0.556s,	290,	293
workdir/satlib/uuf75-325/uuf75-054,	0,	0,	9m56.750s,	9m56.266s,	0m0.470s,	8m1.476s,	8m1.029s,	0m0.440s,	282,	286
workdir/satlib/uuf75-325/uuf75-05,	0,	0,	2m27.799s,	2m27.409s,	0m0.112s,	5m49.717s,	5m49.491s,	0m0.223s,	288,	288
workdir/satlib/uuf75-325/uuf75-060,	0,	0,	6m54.264s,	6m54.013s,	0m0.243s,	9m43.903s,	9m43.526s,	0m0.357s,	294,	288
workdir/satlib/uuf75-325/uuf75-061,	0,	0,	21m3.711s,	21m2.362s,	0m1.010s,	10m56.679s,	10m56.102s,	0m0.573s,	294,	288
workdir/satlib/uuf75-325/uuf75-062,	0,	0,	2m0.545s,	2m0.195s,	0m0.067s,	4m56.764s,	4m56.618s,	0m0.140s,	294,	276
workdir/satlib/uuf75-325/uuf75-063,	0,	0,	8m3.160s,	8m2.844s,	0m0.303s,	5m43.111s,	5m42.891s,	0m0.217s,	285,	292
workdir/satlib/uuf75-325/uuf75-064,	0,	0,	4m10.390s,	4m10.252s,	0m0.137s,	0m57.943s,	0m57.890s,	0m0.053s,	286,	285
workdir/satlib/uuf75-325/uuf75-065,	0,	0,	4m54.728s,	4m54.546s,	0m0.180s,	10m54.295s,	10m53.930s,	0m0.357s,	287,	290
workdir/satlib/uuf75-325/uuf75-066,	0,	0,	9m36.809s,	9m36.065s,	0m0.377s,	6m50.073s,	6m49.024s,	0m0.420s,	293,	288
workdir/satlib/uuf75-325/uuf75-067,	0,	0,	5m3.098s,	5m2.875s,	0m0.220s,	18m7.685s,	18m6.371s,	0m0.810s,	287,	281
workdir/satlib/uuf75-325/uuf75-068,	0,	0,	4m29.099s,	4m27.433s,	0m0.227s,	5m37.831s,	5m37.298s,	0m0.247s,	289,	288
workdir/satlib/uuf75-325/uuf75-069,	0,	0,	5m6.752s,	5m5.814s,	0m0.307s,	9m7.588s,	9m6.889s,	0m0.340s,	286,	295
workdir/satlib/uuf75-325/uuf75-071,	0,	0,	8m1.864s,	8m1.465s,	0m0.290s,	2m6.907s,	2m6.722s,	0m0.133s,	290,	285
workdir/satlib/uuf75-325/uuf75-072,	0,	0,	10m36.703s,	10m35.448s,	0m0.557s,	5m0.930s,	5m0.717s,	0m0.190s,	282,	289
workdir/satlib/uuf75-325/uuf75-075,	0,	0,	4m41.175s,	4m40.960s,	0m0.183s,	7m44.670s,	7m44.084s,	0m0.300s,	295,	286
workdir/satlib/uuf75-325/uuf75-077,	0,	0,	4m32.254s,	4m32.026s,	0m0.227s,	3m52.573s,	3m52.421s,	0m0.147s,	290,	281
workdir/satlib/uuf75-325/uuf75-078,	0,	0,	3m29.101s,	3m28.977s,	0m0.110s,	1m4.089s,	1m4.047s,	0m0.037s,	293,	288
workdir/satlib/uuf75-325/uuf75-079,	0,	0,	6m11.890s,	6m11.525s,	0m0.360s,	11m26.598s,	11m26.099s,	0m0.434s,	287,	289
workdir/satlib/uuf75-325/uuf75-07,	0,	0,	7m23.394s,	7m22.938s,	0m0.257s,	6m38.753s,	6m38.231s,	0m0.277s,	287,	290
workdir/satlib/uuf75-325/uuf75-080,	0,	0,	7m57.267s,	7m56.923s,	0m0.340s,	2m32.108s,	2m31.980s,	0m0.127s,	285,	286
workdir/satlib/uuf75-325/uuf75-081,	0,	0,	4m17.751s,	4m17.538s,	0m0.207s,	7m35.908s,	7m35.631s,	0m0.250s,	287,	285
workdir/satlib/uuf75-325/uuf75-083,	0,	0,	9m30.147s,	9m29.643s,	0m0.500s,	12m42.427s,	12m41.902s,	0m0.500s,	293,	291
workdir/satlib/uuf75-325/uuf75-084,	0,	0,	2m24.003s,	2m23.874s,	0m0.127s,	9m58.561s,	9m58.080s,	0m0.477s,	284,	286
workdir/satlib/uuf75-325/uuf75-086,	0,	0,	3m4.863s,	3m4.719s,	0m0.134s,	3m20.502s,	3m20.392s,	0m0.107s,	287,	283
workdir/satlib/uuf75-325/uuf75-088,	0,	0,	8m40.578s,	8m37.744s,	0m0.477s,	8m31.500s,	8m28.674s,	0m0.490s,	289,	285
workdir/satlib/uuf75-325/uuf75-089,	0,	0,	5m27.659s,	5m27.431s,	0m0.223s,	8m47.940s,	8m47.602s,	0m0.330s,	283,	288
workdir/satlib/uuf75-325/uuf75-08,	0,	0,	4m7.948s,	4m7.741s,	0m0.200s,	3m40.054s,	3m39.867s,	0m0.183s,	290,	287
workdir/satlib/uuf75-325/uuf75-091,	0,	0,	9m56.133s,	7m17.084s,	0m0.310s,	11m1.885s,	8m22.768s,	0m0.327s,	289,	284
workdir/satlib/uuf75-325/uuf75-093,	0,	0,	1m25.175s,	1m25.072s,	0m0.073s,	13m31.106s,	13m30.077s,	0m0.573s,	287,	288
workdir/satlib/uuf75-325/uuf75-095,	0,	0,	7m18.387s,	7m16.680s,	0m0.447s,	12m58.187s,	12m56.975s,	0m0.790s,	283,	286
workdir/satlib/uuf75-325/uuf75-097,	0,	0,	16m47.236s,	16m44.986s,	0m0.840s,	5m51.325s,	5m50.403s,	0m0.373s,	286,	289
workdir/satlib/uuf75-325/uuf75-098,	0,	0,	6m23.494s,	6m21.458s,	0m0.320s,	5m41.280s,	5m40.627s,	0m0.310s,	286,	282
workdir/satlib/uuf75-325/uuf75-09,	0,	0,	7m51.858s,	7m51.491s,	0m0.353s,	5m49.854s,	5m49.610s,	0m0.240s,	296,	284

